evidence_id,record_id,ingredient_id,population,exposure,comparator,outcome,effect_value,effect_unit,source_id,locator,verbatim_quote,review_status,reviewer_id,reviewed_at
AI-FT-EV-K4-40944226-05,EV-K4-40944226,K4,,,,diarrhea;gastrointestinal;toxicity,,,PMC12430086,"PMC12430086, 3. Results > 3.1. Chemotherapy-Induced Toxicity per System, p23","Gastrointestinal toxicity and, particularly, diarrhea and mucositis result from damage to the rapidly developing epithelium, leading to barrier disruption, inflammation and dysmotility. Diarrhea impacts as many as 80% of patients, and mucositis occurs by a five-phase cascade influenced by ROS, DNA damage, cytokines and stem cell apoptosis, exacerbated by chemotherapy-induced dysbiosis and enteric nervous system contributions through oxidative regulation of ion channels and neuronal excitability.",verified,권혁찬,2026-07-13T11:55:10.843Z
AI-FT-EV-K4-41286042-01,EV-K4-41286042,K4,,,,toxicity;adverse event;safety;risk,,,PMC12644863,"PMC12644863, Discussion, Par49","Fourth, data on potential risk factors, including the use of aminoglycosides, metformin, angiotensin-converting enzyme inhibitors, and angiotensin II receptor blockers, were not at our disposal. Fifth, the safety profile could not be determined in this pooled analysis because adverse event data were not recorded in the medical records.",verified,권혁찬,2026-07-13T11:55:10.954Z
AI-FT-EV-K4-41286042-02,EV-K4-41286042,K4,,75 mg; 63 years,,toxicity;risk,,,PMC12644863,"PMC12644863, Methods > Statistical analysis, Par24","Inclusion of variables in the model was based on existing knowledge of risk factors for nephrotoxicity and the literature21–24. The cutoff values for age (63 years), albumin level (3.9 g/L) and cisplatin dose (75 mg/m2) were based on a previous study21.",verified,권혁찬,2026-07-13T11:55:10.954Z
AI-FT-EV-K4-41286042-03,EV-K4-41286042,K4,,,,toxicity;adverse effect;side effect,,,PMC12644863,"PMC12644863, Introduction, Par18","Numerous serious adverse effects of CDDP have been reported, including nephrotoxicity, bone marrow suppression, hearing loss, tinnitus, and nausea/vomiting1,2. Specifically, CDDP-induced nephrotoxicity necessitates discontinuation or dose reduction of CDDP and significantly impacts subsequent drug therapies1,2.",verified,권혁찬,2026-07-13T11:55:10.954Z
AI-FT-EV-K4-41286042-04,EV-K4-41286042,K4,,75 mg,,toxicity;risk,,,PMC12644863,"PMC12644863, Results > Risk factors for CDDP-induced nephrotoxicity, Par38","The results of univariate and multivariate logistic regression analyses of the risk factors for nephrotoxicity are shown in Table 4. Presence of hypertension (p = 0.017), CDDP dose ≥ 75 mg/m2 (p = 0.005), no Mg supplementation (p < 0.001), and mannitol use (p < 0.001) were associated with a higher risk of nephrotoxicity.",verified,권혁찬,2026-07-13T11:55:10.954Z
AI-FT-EV-K4-41286042-05,EV-K4-41286042,K4,,75 mg,,toxicity;risk,,,PMC12644863,"PMC12644863, Discussion, Par43","Herein, we compared the protective effects of mannitol and furosemide on cisplatin-induced nephrotoxicity. The incidence of nephrotoxicity was 23.2% in the mannitol group and 6.2% in the furosemide group, with a significant difference observed (p < 0.007).",verified,권혁찬,2026-07-13T11:55:10.954Z
AI-FT-EV-K4-42106847-01,EV-K4-42106847,K4,,,,toxicity;risk,,,PMC13325581,"PMC13325581, Fig. 3., html-p50","Overall, while these interaction effects are considered exploratory due to the conservative multiple-testing adjustment, the consistent patterns suggest that dietary contexts significantly modulate environmental reproductive risks. High-protein and caffeinated patterns appeared to either amplify the toxicity of heavy metals or reshape the bioavailability and response to essential elements, independent of the patient’s baseline ovarian reserve and stimulation intensity.",verified,권혁찬,2026-07-13T11:55:11.653Z
AI-FT-EV-K4-42106847-02,EV-K4-42106847,K4,,,,toxicity;risk,,,PMC13325581,"PMC13325581, Dietary patterns modify metal–IVF associations, html-p64","This indicates that while plant-forward, nutrient-rich diets are generally beneficial [23, 40], they may not fully counteract the reproductive toxicity of high Se concentrations when they reach the pro-oxidative phase. This underscores the need for broader environmental risk mitigation beyond nutritional optimization alone.",verified,권혁찬,2026-07-13T11:55:11.653Z
AI-FT-EV-K4-42106847-03,EV-K4-42106847,K4,,,,toxicity;risk,,,PMC13325581,"PMC13325581, Conclusions, html-p9",Habitual diet functions as a critical modifier of environmental reproductive risks. Preconceptional dietary optimization may improve individual resilience against metal-related developmental toxicity during assisted reproduction.,verified,권혁찬,2026-07-13T11:55:11.653Z
AI-FT-EV-K4-42106847-04,EV-K4-42106847,K4,women;older women,32.3 years,,risk,,,PMC13325581,"PMC13325581, Strengths and limitations, html-p69","While our study focused on ART-specific endpoints, the fundamental biological risks identified—such as the impact of lead on early embryogenesis—likely represent universal reproductive concerns applicable to women seeking natural conception, although the magnitude of these effects may vary across different physiological contexts.",verified,권혁찬,2026-07-13T11:55:11.653Z
AI-FT-EV-K4-42106847-05,EV-K4-42106847,K4,women,,,toxicity,,,PMC13325581,"PMC13325581, Fig. 3., html-p48","For the Protein-Rich/Modern Nutritive pattern, high adherence exacerbated the reproductive toxicity of nickel and cadmium.",verified,권혁찬,2026-07-13T11:55:11.653Z
AI-FT-EV-K5-29424482-01,EV-K5-29424482,K5,,5 weeks;5 months,,anemia,,,PMC5866964,"PMC5866964, Results > Retrospective Analysis of Medical Records, p27",Anemia and leukocytosis were present in 10 calves.,verified,권혁찬,2026-07-13T11:55:12.095Z
AI-FT-EV-K5-29424482-02,EV-K5-29424482,K5,,,,anemia,,,PMC5866964,"PMC5866964, Results > Clinical Case Series, p20",Calves 1–8 presented slight anemia.,verified,권혁찬,2026-07-13T11:55:12.095Z
AI-FT-EV-K5-29424482-03,EV-K5-29424482,K5,,,,anemia,,,PMC5866964,"PMC5866964, Discussion, p32","The predominantly mild microcytic, normochromic anemia, and mild hypoalbuminemia of the calves is very likely because of the chronic inflammatory state.15, 16, 17 Leukocytosis reflects the severe inflammatory infiltration in skin, respiratory, or digestive tract.",verified,권혁찬,2026-07-13T11:55:12.095Z
AI-FT-EV-K5-30779870-01,EV-K5-30779870,K5,children,5 years;12 months,,anemia;risk,,,PMC6380771,"PMC6380771, Description of the condition, html-p32","A Cochrane Review of eight trials found that a micronutrient powder containing at least iron, zinc, and vitamin A provided for home fortification was associated with a reduced risk of anemia and iron deficiency in children under two years of age, but had no impact on growth (De‐Regil 2011).",verified,권혁찬,2026-07-13T11:55:12.466Z
AI-FT-EV-K5-30779870-02,EV-K5-30779870,K5,children,59 months,,anemia,,,PMC6380771,"PMC6380771, Types of outcome measures, html-p54","Anemia (defined as hemoglobin lower than 110 g/L for children aged 6 to 59 months, adjusted by altitude where appropriate)",verified,권혁찬,2026-07-13T11:55:12.466Z
AI-FT-EV-K5-30779870-03,EV-K5-30779870,K5,children;adult,5 years,,risk,,,PMC6380771,"PMC6380771, Description of the condition, html-p31","Overweight in children under five years of age may result in type 2 diabetes and high blood pressure, and is a risk for adult obesity and its sequelae.",verified,권혁찬,2026-07-13T11:55:12.466Z
AI-FT-EV-K5-30779870-04,EV-K5-30779870,K5,children,,,risk,,,PMC6380771,"PMC6380771, Types of participants, html-p48",We excluded children with severe malnutrition because they are at heightened risk of death; the appropriate nutritional regimen is different than for other forms of malnutrition; and rigorous guidelines already exist for community‐based management of severe malnutrition (Prudhon 2006).,verified,권혁찬,2026-07-13T11:55:12.466Z
AI-FT-EV-K5-30779870-05,EV-K5-30779870,K5,infant;child,,,anemia,,,PMC6380771,"PMC6380771, Overall completeness and applicability of evidence, html-p177","None of the studies included in this review provided high‐quality evidence in support of animal‐source foods for the following outcomes: anemia, iron deficiency, developmental outcomes, or allergic reaction.",verified,권혁찬,2026-07-13T11:55:12.466Z
AI-FT-EV-K5-31910279-01,EV-K5-31910279,K5,men,38 weeks,,gastrointestinal;adverse event;adverse effect;risk,,,PMC6990807,"PMC6990807, Discussion, html-p83","Despite a statistically significant risk difference of 1.9% in preterm birth, mean gestational ages and birth weights were not significantly different. However, there were more frequent adverse events in men randomized to folic acid and zinc supplementation compared with placebo, indicating these doses of folic acid and zinc may be poorly tolerated by some men.",verified,권혁찬,2026-07-13T11:55:13.053Z
AI-FT-EV-K5-31910279-02,EV-K5-31910279,K5,men,33 years;6 months,,nausea;gastrointestinal;risk,,,PMC6990807,"PMC6990807, Results, html-p24","Live birth was not significantly different between treatment groups (404 [34%] in the folic acid and zinc group and 416 [35%] in the placebo group; risk difference, −0.9% [95% CI, −4.7% to 2.8%]). Gastrointestinal symptoms were more common with folic acid and zinc supplementation compared with placebo (abdominal discomfort or pain: 66 [6%] vs 40 [3%], respectively; nausea: 50 [4%] vs 24 [2%]; and vomiting: 32 [3%] vs 17 [1%]).",verified,권혁찬,2026-07-13T11:55:13.053Z
AI-FT-EV-K5-31910279-03,EV-K5-31910279,K5,Men,5 mg;30 mg;40 mg; 6 months,,tolerability;harm,,,PMC6990807,"PMC6990807, Procedures, html-p36","Men received daily supplements containing 5 mg of folic acid (dose replicating prior trials14) and 30 mg of elemental zinc (lower dose than prior trials and below the upper tolerable limit of 40 mg to improve tolerability and bioavailability12,14,16) or placebo for 6 months. The study tablets were manufactured to match in appearance, size, taste, and weight (UPM Pharmaceuticals Inc).",verified,권혁찬,2026-07-13T11:55:13.053Z
AI-FT-EV-K5-31910279-04,EV-K5-31910279,K5,men,5 mg;30 mg,,gastrointestinal;adverse effect,,,PMC6990807,"PMC6990807, Discussion, html-p79","In this randomized clinical trial, supplementation with 5 mg of folic acid and 30 mg of zinc in men did not improve semen quality parameters or increase couples’ live birth rates among patients seeking infertility treatment using IVF or other treatment modalities. Furthermore, this lack of efficacy was accompanied by some increased mild gastrointestinal adverse effects.",verified,권혁찬,2026-07-13T11:55:13.053Z
AI-FT-EV-K5-31910279-05,EV-K5-31910279,K5,pregnancy,,,gastrointestinal;adverse event,,,PMC6990807,"PMC6990807, Table 4. Couple-Based Secondary Outcomes., html-p78","Adverse events were more frequent in the folic acid and zinc group (32% vs 27% in the placebo group), reflective of more frequent gastrointestinal symptoms and erythema (Table 5). The trial recorded a total of 12 serious adverse events (7 in the folic acid and zinc group and 5 in the placebo group) and none were judged to be related to the intervention.",verified,권혁찬,2026-07-13T11:55:13.053Z
AI-FT-EV-K5-32075071-01,EV-K5-32075071,K5,pregnant;women;pregnancy,"60 mg;400 µg;120 mg;2800 µg;2.9 g;10,000 IU;25,000 IU",,anemia;side effect,,,PMC7071347,"PMC7071347, 1. Introduction > 1.2. Current Strategies and Interventions, p6","Currently, the World Health Organization (WHO) recommends daily iron and folic acid (IFA) supplementation with 30–60 mg of elemental iron and 400 µg folic acid [23]. In populations where anemia prevalence is less than 20%, or where side effects from daily supplementation are severe, the WHO recommends intermittent (once weekly) supplementation with 120 mg of elemental iron and 2800 µg folic acid instead [23].",verified,권혁찬,2026-07-13T11:55:13.181Z
AI-FT-EV-K5-32075071-02,EV-K5-32075071,K5,child;children,6 months,,anemia;risk,,,PMC7071347,"PMC7071347, 3. Results > 3.7. Multiple Micronutrient Supplementation Versus Iron Folic Acid Supplementation > 3.7.1. Child Health and Developmental Outcomes, p53","In terms of child health and development outcomes, antenatal MMN supplementation showed a 16% reduction in the risk of diarrhea among children ages 6 months to under-five, when compared to IFA (average RR 0.84; 95% CI 0.76 to 0.92; studies = 4) (Figure 13). However, MMN supplementation showed no effect on hemoglobin concentration, zinc serum/plasma concentration or anemia in children.",verified,권혁찬,2026-07-13T11:55:13.181Z
AI-FT-EV-K5-32075071-03,EV-K5-32075071,K5,women;pregnancy;pregnant,13 weeks;37 weeks;20 weeks,,anemia;risk,,,PMC7071347,"PMC7071347, 3. Results, p22","Inclusion criteria most studies were similar, requiring pregnant women who were healthy, without anemia or any other known chronic or systemic medical condition (e.g., cardiovascular diseases, tuberculosis, human immunodeficiency virus (HIV)) or heightened risk of pregnancy complications, such as a history of gestational hypertension, pre-eclampsia or eclampsia.",verified,권혁찬,2026-07-13T11:55:13.181Z
AI-FT-EV-K5-32075071-04,EV-K5-32075071,K5,pregnant;women;pregnancy,,,anemia;risk,,,PMC7071347,"PMC7071347, 4. Discussion, p69","These differences also highlight a limitation of this review in the exclusion of certain populations, such as pregnant women with anemia, micronutrient deficiencies, high risk pregnancy disorders or chronic illness. reported a larger effect of MMN supplementation on birth outcomes in women with anemia, compared to non-anemic women [43].",verified,권혁찬,2026-07-13T11:55:13.181Z
AI-FT-EV-K5-32075071-05,EV-K5-32075071,K5,infants;infant,,,anemia;risk,,,PMC7071347,"PMC7071347, 4. Discussion, p66","IFA and iron supplementation both improved maternal anemia and low birthweight, which are similar findings to those reported in another recent review [31]. LNS supplementation, compared to MMN, demonstrated a possible slight reduction in the risk of SGA infants, but had no effect on preterm birth, stillbirths, and low birthweight infants; which are corroborated by findings in a systematic review by Das et al.",verified,권혁찬,2026-07-13T11:55:13.181Z
AI-FT-EV-K5-33166742-01,EV-K5-33166742,K5,,,,toxicity;risk,,,PMC7704399,"PMC7704399, Discussion, p0170","The ADDITION-Denmark study identified higher methylglyoxal levels as a risk factor for incident DSPN [41]. Under experimental conditions, supplementation with magnesium exerted a prominent neuroprotective effect against methylglyoxal-neurotoxicity by reducing MG-H1 protein modifications.",verified,권혁찬,2026-07-13T11:55:13.291Z
AI-FT-EV-K5-33166742-02,EV-K5-33166742,K5,,1G,,adverse effect,,,PMC7704399,"PMC7704399, Results > Circulating methylglyoxal, magnesium, and their interaction are strongly associated with DSPN, p0150","Of note, increasing magnesium concentrations abolished and reversed the adverse effect of methylglyoxal for all parameters (Figure 1C–F). The interaction of magnesium and methylglyoxal was also predictive for changes in the warm (Figure 1G) and cold (Figure 1H) TDT on the foot over five years.",verified,권혁찬,2026-07-13T11:55:13.291Z
AI-FT-EV-K5-33166742-03,EV-K5-33166742,K5,,,,toxicity,,,PMC7704399,"PMC7704399, Results > The neuroprotective effect of magnesium results from intracellular reduction of methylglyoxal production, p0160",Methylglyoxal-mediated neurotoxicity depends on the detrimental protein/DNA modifications.,verified,권혁찬,2026-07-13T11:55:13.291Z
AI-FT-EV-K5-33166742-04,EV-K5-33166742,K5,,,,adverse effect,,,PMC7704399,"PMC7704399, Results > Magnesium supplementations prevents neurite degeneration in DRGs resulting from downregulation of mitochondrial activity, p0165",Magnesium supplementation completely reversed the adverse effect of CPI-613 and Antimycin A.,verified,권혁찬,2026-07-13T11:55:13.291Z
AI-FT-EV-K5-33166742-05,EV-K5-33166742,K5,,,,toxicity,,,PMC7704399,"PMC7704399, Results > Magnesium prevents methylglyoxal-mediated neurotoxicity, p0155",The protective effect was magnesium specific because supplementation with the divalent cations zinc and manganese had no effect on methylglyoxal neurotoxicity (Figure 2C).Figure 2Magnesium supplementation reduces intracellular methylglyoxal formation and attenuates methylglyoxal neurotoxicity.,verified,권혁찬,2026-07-13T11:55:13.291Z
AI-FT-EV-K5-34564844-01,EV-K5-34564844,K5,infants,12.5 mg;12.6 mg;30 mg;31 mg;59 mg;60 mg; 4 months;23 months,,adverse effect;side effect;safety;risk,,,PMC8464655,"PMC8464655, Infants (aged 6 to 23 months) (13 reviews), html-p168","This review assessed the effect and safety of oral iron supplementation alone or in combination with co‐interventions versus control or co‐intervention alone (dose: 12.5 mg or less, 12.6 mg to 30 mg, 31 mg to 59 mg, > 60 mg; frequency: per day). The outcomes related to anaemia informed guidelines for anaemia control: Hb (g/L), anaemia, IDA, and safety.",verified,권혁찬,2026-07-13T11:55:13.732Z
AI-FT-EV-K5-34564844-02,EV-K5-34564844,K5,pregnant;women;children;pregnancy;infants;adult,10 mg;12.5 mg;30 mg;60 mg;25 mg;45 mg;120 mg; 6 months;23 months;59 months;60 months,,nausea;side effect;risk,,,PMC8464655,"PMC8464655, Supplementation, html-p43","Iron supplementation is used widely, either to prevent ID and anaemia in populations at risk (e.g. Populations at high risk of anaemia may especially benefit from iron supplementation; for example, supplementation during pregnancy can reduce the risk of maternal anaemia and ID; however, benefits for infants, such as a reduced risk of being born premature or with a low birthweight, are less clear (Peña‐Rosas 2015a).",verified,권혁찬,2026-07-13T11:55:13.732Z
AI-FT-EV-K5-34564844-03,EV-K5-34564844,K5,children;Children,,,gastrointestinal;adverse effect;side effect;risk,,,PMC8464655,"PMC8464655, Preschool and school‐aged children (aged 2 to 10 years), html-p314","Daily oral iron supplementation increased Hb levels and reduced the risk of anaemia by 50%, IDA by 88% and ID by 79% compared with placebo or control. There were no differences in adverse effects (gastrointestinal upset, constipation, and vomiting).",verified,권혁찬,2026-07-13T11:55:13.732Z
AI-FT-EV-K5-34564844-04,EV-K5-34564844,K5,pregnant;women;pregnancy;Women,20 mg;300 mg;200 mg;500 mg;100 mg;120 mg;40 mg;80 mg; 36 weeks;12 weeks;16 weeks,,nausea;side effect;risk,,,PMC8464655,"PMC8464655, Pregnant women of reproductive age (aged 15 to 49 years) (23 reviews), html-p256","Another review included 23 RCTs, randomising 3198 pregnant women of any gestational age with diagnosed anaemia attributed to ID, to examine the effects of different treatments for anaemia during pregnancy (dose/frequency: daily or weekly oral iron 20 mg to 300 mg; IM iron dose depending on body weight and Hb deficit and injected on alternating day; IV maximum total dose of iron ranged from 200 mg to 500 mg injected every other day or twice weekly) (Reveiz 2011). Only one trial with 51 women asse",verified,권혁찬,2026-07-13T11:55:13.732Z
AI-FT-EV-K5-34564844-05,EV-K5-34564844,K5,pregnant;women,,,nausea;gastrointestinal;side effect;risk,,,PMC8464655,"PMC8464655, Non‐pregnant women of reproductive age (aged 19 to 49 years), html-p320","Iron therapy (oral, intravenous (IV), intramuscular (IM)) increased Hb levels compared with control but no differences were observed for the outcomes of anaemia, gastrointestinal intolerance, nausea, constipation or diarrhoea. In another review, daily iron supplementation with or without co‐intervention (folic acid or vitamin C) resulted in increased Hb levels (high‐certainty evidence), a 61% reduced risk of anaemia (moderate‐certainty evidence), a 35% reduced risk of IDA, and a 38% reduced risk",verified,권혁찬,2026-07-13T11:55:13.732Z
AI-FT-EV-K5-35397572-01,EV-K5-35397572,K5,children;childhood,,,gastrointestinal;safety;harm,,,PMC8994895,"PMC8994895, Background, Par19","The preparation retains good viability within the human gastrointestinal tract due to the spores of B. Following oral administration of the preparation the spores pass unharmed through the stomach and germinate in the intestine to give rise to vegetative cells [23, 24].",verified,권혁찬,2026-07-13T11:55:13.972Z
AI-FT-EV-K5-35397572-02,EV-K5-35397572,K5,,,,gastrointestinal;anemia;adverse event,,,PMC8994895,"PMC8994895, Results > Safety and tolerability, Par50",clausii(n = 227)Placebo(n = 227)Patients with any TEAE22 (9.7)28 (12.3)Patients with any treatment-emergent serious AE00Patients with any treatment-emergent AESI00Patients with any TEAE leading to death00Patients with any TEAE leading to definitivetreatment discontinuation2 (0.9)3 (1.3)Infections and infestations6 (2.6)7 (3.1) Nasopharyngitis5 (2.2)3 (1.3) Upper respiratory tract infection1 (0.4)3 (1.3) Dysentery01 (0.4)Blood and lymphatic system disorders1 (0.4)0 Anemia1 (0.4)0Metabolism and nu,verified,권혁찬,2026-07-13T11:55:13.972Z
AI-FT-EV-K5-35397572-03,EV-K5-35397572,K5,,2 years,,nausea;gastrointestinal,,,PMC8994895,"PMC8994895, Results > Patient disposition and baseline characteristics, Par37","of food intakes during the day Number of subjects2292284574.2 (1.8)4.1 (1.8)4.2 (1.8)Breastfeeding status [n (%)] Number of subjects229228457 Yes22 (9.6)31 (13.6)53 (11.6) No111 (48.5)108 (47.4)219 (47.9) Mixed96 (41.9)89 (39.0)185 (40.5)Body weight, kg Number of subjects22722745412.2 (3.9)12.0 (3.7)12.1 (3.8)Body weight percentile by category, kg [n (%)] Number of subjects227227454 < 5th39 (17.2)38 (16.7)77 (17.0) > 5th–< 85th119 (52.4)119 (52.4)238 (52.4) > 85th–< 95th37 (16.3)44 (19.4)81 (17.",verified,권혁찬,2026-07-13T11:55:13.972Z
AI-FT-EV-K5-35397572-04,EV-K5-35397572,K5,children,,,safety;tolerability,,,PMC8994895,"PMC8994895, Conclusions, Par58",clausii has previously demonstrated efficacy in reducing stool frequency and disease duration in children with acute diarrhea [26] and has a well-documented good safety and tolerability profile [38].,verified,권혁찬,2026-07-13T11:55:13.972Z
AI-FT-EV-K5-35397572-05,EV-K5-35397572,K5,,,,adverse event;safety,,,PMC8994895,"PMC8994895, Results > Patient disposition and baseline characteristics, Par36","clausii group n = 229, placebo n = 228; seven subjects did not meet study inclusion criteria) were randomized to study treatment (the ITT population) and 454 (99.3%) were treated (227 patients in each group) (Safety population). AE, adverse event",verified,권혁찬,2026-07-13T11:55:13.972Z
AI-FT-EV-K5-37051178-01,EV-K5-37051178,K5,women;pregnancy;pregnancyPatient;pregnancySetting,110 g,,anemia;risk;harm,,,PMC8356361,"PMC8356361, PUBLISHED NOTES > Characteristics of studies > Characteristics of studies awaiting classification > Characteristics of ongoing studies, p558",Multiple micronutrients supplementation compared to iron with or without folic acid (control) for women during pregnancy Multiple micronutrients supplementation compared to iron with or without folic acid (control) for women during pregnancyPatient or population: women during pregnancySetting: low‐ and middle‐income countriesIntervention: Multiple micronutrients supplementationComparison: iron with or without folic acid (control)OutcomesAnticipated absolute effects* (95% CI)Relative effect (95%,verified,권혁찬,2026-07-13T11:55:13.635Z
AI-FT-EV-K5-37051178-02,EV-K5-37051178,K5,women;pregnancy;pregnancyPatient;pregnancySetting,110 g,,anemia;risk,,,PMC8356361,"PMC8356361, PUBLISHED NOTES > Characteristics of studies > Characteristics of studies awaiting classification > Characteristics of ongoing studies, p557",Iron folic acid supplementation compared to folic acid (control) for women during pregnancy Iron folic acid supplementation compared to folic acid (control) for women during pregnancyPatient or population: women during pregnancySetting: low‐ and middle‐income countriesIntervention: Iron folic acid supplementationComparison: folic acid (control)OutcomesAnticipated absolute effects* (95% CI)Relative effect (95% CI)№ of participants (studies)Certainty of the evidence (GRADE)CommentsRisk with folic,verified,권혁찬,2026-07-13T11:55:13.635Z
AI-FT-EV-K5-37051178-03,EV-K5-37051178,K5,pregnant;pregnancy,20 mg,,risk;harm,,,PMC8356361,"PMC8356361, PUBLISHED NOTES > Characteristics of studies > Characteristics of included studies, p305","BiasAuthors' judgementSupport for judgementRandom sequence generation (selection bias)Unclear risk Quote: ""In a double blind fashion, subjects were randomly assigned to a Zinc‐Supplemented group (S) which received 20 mg Zn capsules daily (sulphate), or to a Placebo group (P), which received an equivalent capsule of a placebo containing lactose."" Comment: insufficient information about the sequence generation process to permit judgment Allocation concealment (selection bias)Low riskQuote: ""To sec",verified,권혁찬,2026-07-13T11:55:13.635Z
AI-FT-EV-K5-37051178-04,EV-K5-37051178,K5,,60 mg; 1 month,,anemia;risk,,,PMC8356361,"PMC8356361, DATA AND ANALYSES, p573","IFA: Subgroup analysis for primary outcomes Outcome or SubgroupStudiesParticipantsStatistical MethodEffect Estimate9.1 Maternal Mortality: MMN Formulation7Risk Ratio (IV, Random, 95% CI)1.04 [0.71, 1.51]9.1.1 UNIMMAP & Adapted UNIMMAP4Risk Ratio (IV, Random, 95% CI)1.05 [0.71, 1.56]9.1.2 Non‐UNIMMAP3Risk Ratio (IV, Random, 95% CI)0.95 [0.30, 3.02]9.2 Maternal Mortality: Geographical Region7Risk Ratio (IV, Random, 95% CI)1.04 [0.71, 1.51]9.2.1 Africa4Risk Ratio (IV, Random, 95% CI)0.88 [0.41, 1.8",verified,권혁찬,2026-07-13T11:55:13.635Z
AI-FT-EV-K5-37051178-05,EV-K5-37051178,K5,women;pregnancy;pregnant,20 weeks;37 weeks,,anemia;risk,,,PMC8356361,"PMC8356361, RESULTS > Participants, p111","were not recruited based on anemia status), any chronic or systemic medical condition (e.g. cardiac disease, tuberculosis, human immuno‐deficiency virus (HIV)), or heightened risk of pregnancy complication (e.g.",verified,권혁찬,2026-07-13T11:55:13.635Z
AI-FT-EV-K5-37736439-01,EV-K5-37736439,K5,elderly,,,gastrointestinal;anemia;adverse effect,,,PMC10510946,"PMC10510946, Conclusions, p14","After hospitalization for severe anemia, she was found to have zinc-induced hypocupremia, which resolved with copper supplementation. Thus, it is important for providers to be cognizant of the adverse effects of zinc supplementation and consider it a cause in instances such as the one presented in this case, after ruling out more common causes such as gastrointestinal bleeding or stroke.",verified,권혁찬,2026-07-13T11:55:06.286Z
AI-FT-EV-K5-37736439-02,EV-K5-37736439,K5,,2 mg; 11 months,,copper deficiency;anemia,,,PMC10510946,"PMC10510946, Case presentation, p6","Hemolytic anemia was also ruled out and further labs showed leukopenia and a normal reticulocyte count. The patient was informed that the zinc supplement she had been ingesting daily was potentially the cause of the copper deficiency, and it was recommended that she discontinue use.",verified,권혁찬,2026-07-13T11:55:06.286Z
AI-FT-EV-K5-37736439-03,EV-K5-37736439,K5,elderly,71 years,,anemia,,,PMC10510946,"PMC10510946, Introduction, p1","These individuals may have variable presentation, which may include, anemia, dizziness, paresthesia, and/or gait disturbances [8].",verified,권혁찬,2026-07-13T11:55:06.286Z
AI-FT-EV-K5-37736439-04,EV-K5-37736439,K5,elderly,,,anemia,,,PMC10510946,"PMC10510946, Discussion, p9","Zinc-induced hypocupremia, although relatively uncommon, is an important cause of anemia and/or neurological deficit in the elderly.",verified,권혁찬,2026-07-13T11:55:06.286Z
AI-FT-EV-K5-37736439-05,EV-K5-37736439,K5,elderly,,,anemia,,,PMC10510946,"PMC10510946, Discussion, p12","Although the inciting event leading to zinc-induced hypocupremia may differ, the literature suggests that most patients have either normocytic or macrocytic anemia (often in addition to neutropenia and/or leukopenia) with or without neurological deficit [6,8,12].",verified,권혁찬,2026-07-13T11:55:06.286Z
AI-FT-EV-K5-38846187-01,EV-K5-38846187,K5,,,,copper deficiency;anemia,,,PMC11155223,"PMC11155223, Introduction, p3",Zinc-induced copper deficiency is a rare and difficult-to-recognize condition. We present a case of a 74-year-old Caucasian female who presented with sideroblastic anemia and neutropenia caused by zinc-induced copper deficiency through the use of over-the-counter vitamin and mineral supplement.,verified,권혁찬,2026-07-13T11:55:06.806Z
AI-FT-EV-K5-38846187-02,EV-K5-38846187,K5,,,,copper deficiency;anemia,,,PMC11155223,"PMC11155223, Introduction, p1","Sideroblastic anemia encompasses a group of heterogeneous congenital and acquired disorders characterized by anemia and the presence of ring sideroblasts in the bone marrow. Acquired sideroblastic anemia is most commonly associated with myelodysplastic disorders (MDS), toxins/drugs, and, rarely, nutritional deficiencies [1].",verified,권혁찬,2026-07-13T11:55:06.806Z
AI-FT-EV-K5-38846187-03,EV-K5-38846187,K5,,,,copper deficiency;anemia,,,PMC11155223,"PMC11155223, Discussion, p9",Sideroblastic anemia comprises a wide spectrum of heritable and acquired erythropoietic disorders that result from abnormalities in heme synthesis and mitochondrial function. Sideroblastic anemia is characterized by anemia and the presence of ring sideroblasts and erythroblasts with iron-loaded mitochondria visualized by Prussian blue staining in the bone marrow.,verified,권혁찬,2026-07-13T11:55:06.806Z
AI-FT-EV-K5-38846187-04,EV-K5-38846187,K5,adult,8 mg/day;11 mg/day;50 mg/day;150 mg/day,,risk,,,PMC11155223,"PMC11155223, Discussion, p11","The recommended dietary intake for zinc is approximately 8 mg/day for adult females and 11 mg/day for adult males. The risk of zinc-induced copper metabolism disturbance begins to occur when zinc ingestions exceed 50 mg/day, although it typically arises when greater than 150 mg/day is consumed [7].",verified,권혁찬,2026-07-13T11:55:06.806Z
AI-FT-EV-K5-38846187-05,EV-K5-38846187,K5,,,,copper deficiency;anemia,,,PMC11155223,"PMC11155223, Conclusions, p13","Hypocupremia due to zinc products can lead to sideroblastic anemia and neutropenia, imitating other severe hematological disorders. Timely consideration of potential copper deficiency and a thorough clinical history can help evade unnecessary interventions and prevent potentially irreversible neurological complications.",verified,권혁찬,2026-07-13T11:55:06.806Z
AI-FT-EV-K5-39641338-01,EV-K5-39641338,K5,childhood,10 mg;5 mg,,side effect;risk,,,PMC11622351,"PMC11622351, DISCUSSION, p58","Since then, a substantial amount of work went into investigating the effects of oral zinc administration on diarrhoeal outcomes, including mortality and side effects, but especially vomiting [25,26,29,31,32,37,43,50,55,56,59], as it acts as a deterrent for the use of zinc supplementation. Our review also suggested that the risk of vomiting was 46% higher in patients receiving zinc.",verified,권혁찬,2026-07-13T11:55:09.094Z
