candidate_id,item_sequence,document_type,document_label,page,source_locator,pdf_path,text_path,pdf_sha256,page_text_sha256,character_count
SAFE-OTC-05,198601920,EE,효능효과,1,효능효과 PDF p.1,research_v3/otc/raw/nedrug/198601920/EE.pdf,research_v3/otc/extracted/nedrug/198601920/EE.txt,af316200ccdaad50f68286bd8b9408b98f0706f9ff6e7ccccebb2104c0118dda,9b1cc3206cb96da4a89fc82e1c6ff14d3b44250deb21b09a0680dbd1bfc725eb,283
SAFE-OTC-05,198601920,UD,용법용량,1,용법용량 PDF p.1,research_v3/otc/raw/nedrug/198601920/UD.pdf,research_v3/otc/extracted/nedrug/198601920/UD.txt,32042f6e2725eb4b2f997244cc3d494278d48ff22b1a7863ba3428167e65df8a,9abcd4e2b2ddf8b20bf01b9812bcfc12bfb17d8fedd0cbe121f3114c04feb796,639
SAFE-OTC-05,198601920,NB,사용상의주의사항,1,사용상의주의사항 PDF p.1,research_v3/otc/raw/nedrug/198601920/NB.pdf,research_v3/otc/extracted/nedrug/198601920/NB.txt,56a65a632347d0b38b6b0707e872564af4c139683559beafa0f66c99bea322ba,f6deaa453e8f185136bb7ab9bcbc0659fbaf5cbeddb2e83d9176c18184a64e38,1292
SAFE-OTC-05,198601920,NB,사용상의주의사항,2,사용상의주의사항 PDF p.2,research_v3/otc/raw/nedrug/198601920/NB.pdf,research_v3/otc/extracted/nedrug/198601920/NB.txt,56a65a632347d0b38b6b0707e872564af4c139683559beafa0f66c99bea322ba,14615a754fc607e9403a18a9b2412fdd78700445695de73bcefc08c66eb74f1a,1076
SAFE-OTC-05,198601920,NB,사용상의주의사항,3,사용상의주의사항 PDF p.3,research_v3/otc/raw/nedrug/198601920/NB.pdf,research_v3/otc/extracted/nedrug/198601920/NB.txt,56a65a632347d0b38b6b0707e872564af4c139683559beafa0f66c99bea322ba,78fb371571e9a92ac97a268b66a54e58d4f32b84650876741850ef712185a15e,1078
SAFE-OTC-05,198601920,NB,사용상의주의사항,4,사용상의주의사항 PDF p.4,research_v3/otc/raw/nedrug/198601920/NB.pdf,research_v3/otc/extracted/nedrug/198601920/NB.txt,56a65a632347d0b38b6b0707e872564af4c139683559beafa0f66c99bea322ba,a431c092dc86127ac770bac0bd9bca8863938b277a3b315921dcc305a9dcd57a,1400
SAFE-OTC-05,198601920,NB,사용상의주의사항,5,사용상의주의사항 PDF p.5,research_v3/otc/raw/nedrug/198601920/NB.pdf,research_v3/otc/extracted/nedrug/198601920/NB.txt,56a65a632347d0b38b6b0707e872564af4c139683559beafa0f66c99bea322ba,54c833b5aeb3ac32ac70561c6b856925765306e402f24747882c1a2c72dd2dbc,1106
SAFE-OTC-05,198601920,NB,사용상의주의사항,6,사용상의주의사항 PDF p.6,research_v3/otc/raw/nedrug/198601920/NB.pdf,research_v3/otc/extracted/nedrug/198601920/NB.txt,56a65a632347d0b38b6b0707e872564af4c139683559beafa0f66c99bea322ba,9a9ea3e1f01a99e01bf876c3fb757392a666d89ac460b0eb98d5b705bbaf281d,1251
SAFE-OTC-05,198601920,NB,사용상의주의사항,7,사용상의주의사항 PDF p.7,research_v3/otc/raw/nedrug/198601920/NB.pdf,research_v3/otc/extracted/nedrug/198601920/NB.txt,56a65a632347d0b38b6b0707e872564af4c139683559beafa0f66c99bea322ba,4f24a40f7bd67966d82776cb7f2a1ee73d783d3b200fc04bca08cda39eb59013,1710
SAFE-OTC-05,198601920,NB,사용상의주의사항,8,사용상의주의사항 PDF p.8,research_v3/otc/raw/nedrug/198601920/NB.pdf,research_v3/otc/extracted/nedrug/198601920/NB.txt,56a65a632347d0b38b6b0707e872564af4c139683559beafa0f66c99bea322ba,09c76abdd56ca562eaa53684af740d6c8dec0ff17054ac98f630d4422733adb5,1228
SAFE-OTC-06,198700405,EE,효능효과,1,효능효과 PDF p.1,research_v3/otc/raw/nedrug/198700405/EE.pdf,research_v3/otc/extracted/nedrug/198700405/EE.txt,cd0a59d5b33207cfda4cd716a21a63874d89c4af8889f2e187fa7e5dacfada09,73fd87cb8d7c56a758e41d755055d0c3114c9b84b85bdc9ab5128662971125e2,53
SAFE-OTC-06,198700405,UD,용법용량,1,용법용량 PDF p.1,research_v3/otc/raw/nedrug/198700405/UD.pdf,research_v3/otc/extracted/nedrug/198700405/UD.txt,44c605bd4719bdbea9bdf50372d62a1a338cd462276489358e228f2cb675ea7d,339e861412fc864d6d13f6423ed3ec0fcbd72d0629b00e5fb70208f583d98189,32
SAFE-OTC-06,198700405,NB,사용상의주의사항,1,사용상의주의사항 PDF p.1,research_v3/otc/raw/nedrug/198700405/NB.pdf,research_v3/otc/extracted/nedrug/198700405/NB.txt,4c63fc46e5f4152d8a11a71ab4f595bc70c78b0e87b5c9911a15fbe96225b259,bf2c3108347c9f37cffdea770d670ab0b16f90b3a7b6ce718923b89b86949d06,723
SAFE-OTC-07,200300406,EE,효능효과,1,효능효과 PDF p.1,research_v3/otc/raw/nedrug/200300406/EE.pdf,research_v3/otc/extracted/nedrug/200300406/EE.txt,1e4b26d896f14343f1f50df32daf1f7d7944803ab53861f8202c267b45e03740,73fd87cb8d7c56a758e41d755055d0c3114c9b84b85bdc9ab5128662971125e2,53
SAFE-OTC-07,200300406,UD,용법용량,1,용법용량 PDF p.1,research_v3/otc/raw/nedrug/200300406/UD.pdf,research_v3/otc/extracted/nedrug/200300406/UD.txt,19cfabcf1738b4a279f9692af4c151af9fbb1bf06ea16be2fda0cd36caf569e0,abc0146c320912e4ed12fe41852096b60db8ba901d00281e921a1d2673c410de,32
SAFE-OTC-07,200300406,NB,사용상의주의사항,1,사용상의주의사항 PDF p.1,research_v3/otc/raw/nedrug/200300406/NB.pdf,research_v3/otc/extracted/nedrug/200300406/NB.txt,3494767aa2b6c942d791a02651b569d83a5f8e3a1b355ef88a93588f9da75780,af55f642b7e4d1552539837f051492466c63f5f9ce4dea0b47eec1b7fc71e413,652
SAFE-OTC-08,199900926,EE,효능효과,1,효능효과 PDF p.1,research_v3/otc/raw/nedrug/199900926/EE.pdf,research_v3/otc/extracted/nedrug/199900926/EE.txt,33839ca90fd6d6a118a3a4a38af0eacd9a28141babced712fcdb511271685d6c,73fd87cb8d7c56a758e41d755055d0c3114c9b84b85bdc9ab5128662971125e2,53
SAFE-OTC-08,199900926,UD,용법용량,1,용법용량 PDF p.1,research_v3/otc/raw/nedrug/199900926/UD.pdf,research_v3/otc/extracted/nedrug/199900926/UD.txt,7c7a6e8ca4b6ce34ce8e76a4f0c950571ef81e270bef2c96fb2ab5b052630c80,451db3f15d5e5c3e7af5367ae1cee1876cd26892a4eaebf2a46256b07d7d803a,38
SAFE-OTC-08,199900926,NB,사용상의주의사항,1,사용상의주의사항 PDF p.1,research_v3/otc/raw/nedrug/199900926/NB.pdf,research_v3/otc/extracted/nedrug/199900926/NB.txt,ece6da098d5f571c79c7c5024e806467ab7b3d1bb5f20b40f529d2a4e9cbe8e0,e532eafb345b76d9752aef055abac9def4eb38ca7c282f81f2289e2c29966181,729
SAFE-OTC-09,199801026,EE,효능효과,1,효능효과 PDF p.1,research_v3/otc/raw/nedrug/199801026/EE.pdf,research_v3/otc/extracted/nedrug/199801026/EE.txt,08cca66928aff11b64b0cd072719a1312ebfcac858e807e26885aa0347512ca7,73fd87cb8d7c56a758e41d755055d0c3114c9b84b85bdc9ab5128662971125e2,53
SAFE-OTC-09,199801026,UD,용법용량,1,용법용량 PDF p.1,research_v3/otc/raw/nedrug/199801026/UD.pdf,research_v3/otc/extracted/nedrug/199801026/UD.txt,c71c27f2e6cc95fdda0d723c926260f309c96cf7aafbc3b5887802ae6362e958,970242dccd099ecb9c55f81d71573e4f0c263f27556d38ff333829ed2a863431,67
