ingredient_form_group_id,ingredient_codes,official_dosage_form,research_classifications,official_product_count,retail_sku_count,official_product_keys
HKG-5e9c87c3ba8a521d6dc7,I000622;I000703;I001069;I003409;I004351;I004465;I006525,정제,topical_or_local,1,2,health.kr:2019051000107
HKG-5f1e3a0c2d0baa25a612,I001320;I001693,정제,other_otc,3,3,health.kr:2012090700001;health.kr:2020031300008;health.kr:A11AKP08G2716
HKG-5f296ff917fa9ebc99d7,I000679;I001699;I001885;I004272;I006049;I006079;I006157;I006174;I006185;I006276;I006349;I006447;I006469;I006480;I008199;I008207;I008286,환제,gastrointestinal,1,1,health.kr:A11A1500A0412
HKG-5f623f12094268a0239f,I000468,정제,antihistamine,1,1,health.kr:A11A1590B0031
HKG-5f709649b4b1e722f241,I000032;I000041;I000259;I000622;I001587;I001642;I001985;I002541;I002717;I003409;I004465;I004642;I004928;I005713;I005885;I006376;I006525;I012318,정제,topical_or_local,1,1,health.kr:2025090900001
HKG-5ff36332ee00b152b35b,I004698,정제,other_otc,1,1,health.kr:2014050800008
HKG-60903b4b18c883691831,I000032;I000259;I000703;I001069;I001471;I001587;I002541;I003412;I004351;I005885;I006251;I006525;I012318,정제,topical_or_local,1,2,health.kr:A11AOOOOO2180
HKG-61493c0a5ff20234784d,I003412;I003529;I004351,산제,topical_or_local,1,2,health.kr:2021031100002
HKG-634f0a8298be9623707b,I000860;I002817;I004615;I006391,시럽제,analgesic_antiinflammatory,2,2,health.kr:2022090800004;health.kr:A11APPPPP2640
HKG-642de380d0be4e0bd5dc,I001697,정제,other_otc;topical_or_local,3,3,health.kr:2009071505676;health.kr:2023040300011;health.kr:A11A0200B0017
HKG-64d7edb3268202f6187f,I001019,정제,other_otc,1,1,health.kr:A11AKP08G0434
HKG-6509be4c307d0532666a,I001699;I004928;I005297;I005733;I006606,연질캡슐,gastrointestinal,1,1,health.kr:A11ALLLLL0103
HKG-6594a82cb1b629a29258,I000032;I000259;I000622;I000703;I001069;I001587;I001642;I001985;I002541;I003409;I006525,정제,topical_or_local,1,1,health.kr:2021030500011
HKG-667c17a1d170a25a88bf,I000032;I000259;I000703;I001069;I001587;I002541;I003412;I003529;I004351;I004465;I004642;I004928;I005733;I005885;I012318,정제,topical_or_local,2,2,health.kr:2011042200001;health.kr:2023102700003
HKG-68319b69b970f3fd2162,I001069;I002987;I004099;I004581;I006337;I006521,연고,topical_or_local,1,1,health.kr:2016120100007
HKG-69b91b8288a336f297bb,I000243;I003781,액제,other_otc,1,2,health.kr:A11ADDDDD0017
HKG-6aa90319fdece4493632,I001917,연질캡슐,antihistamine,1,1,health.kr:2019122300003
HKG-6b44c7f050fac9270759,I003526;I006080;I006157;I006174;I006480;I006550;I008286,환제,gastrointestinal,1,1,health.kr:m3eqlftigkgmd
HKG-6c1c304492b4d2a9cfa4,I001699;I001885;I004272;I006157;I006158;I006252;I006344;I006447;I006519;I006546;I006648;I008237,현탁액,other_otc,1,2,health.kr:A11A2260A0456
HKG-6df756646ac7a63ac9f3,I000485;I001699;I004272;I006079;I006158;I006276;I006447;I006711,환제,gastrointestinal,1,1,health.kr:A11AGGGGG7026
HKG-6efe5f343d50d17d9024,I005080,액제,topical_or_local,1,2,health.kr:A11A0670A0329
HKG-724b22486de297d4af54,I001699;I003397;I006276;I006519,엑스제,other_otc,4,4,health.kr:2018121200009;health.kr:2019010700055;health.kr:2019090900233;health.kr:A11APPPPP1607
HKG-73a34f04193e760717a2,I004351,정제,topical_or_local,2,3,health.kr:2022022400013;health.kr:A11AHHHHH0243
HKG-747b92510bc505c35061,I005850,분무제,cold_respiratory,1,1,health.kr:A11AOOOOO2696
HKG-7510ad3b5503ccffa1fa,I003385;I004615,시럽제,cold_respiratory,2,3,health.kr:2016061500027;health.kr:2017090500003
HKG-75a042ae8e19f0df67da,I000032;I000259;I000622;I000703;I001069;I001587;I002541;I002717;I003412;I003529;I004351;I004465;I004642;I004928;I005733;I005885,정제,topical_or_local,1,1,health.kr:2015061500004
HKG-7761f8c7a3e93e4024e5,I004580,가글액제,topical_or_local,1,1,health.kr:A11A1310A0158
HKG-77ae012bc4803f969905,I000468,연질캡슐,antihistamine,1,1,health.kr:2020010700001
HKG-792da9bf351a9aa7b45d,I000032;I000259;I000622;I000703;I001072;I001587;I001985;I002541;I002717;I003412;I003529;I004351;I004465;I004642;I004928;I005885;I006055;I012318,정제,topical_or_local,1,1,health.kr:2012052100004
HKG-7949b60ca9d77836e75e,I005341;I006337;I006981;I007293,크림,topical_or_local,1,1,health.kr:2016072600007
HKG-7b045edf7d71af5643e9,I001007,정제,other_otc,2,2,health.kr:2020012900009;health.kr:2020032600017
HKG-7b0d4e0bfc65bbd549a5,I000032;I000259;I000622;I000703;I001069;I001587;I001985;I002541;I003409;I004465;I005733;I005885;I006525;I012318,정제,gastrointestinal,1,1,health.kr:2024032700007
HKG-7b4f929f94e5924b134c,I001697;I001699,경질캡슐,topical_or_local,3,3,health.kr:2023101900006;health.kr:2024111400004;health.kr:A11AKP07L0483
HKG-7bff4d3795557b9dc6da,I000032;I000259;I000622;I000703;I001587;I001985;I002541;I003412;I003529;I004465;I004524;I004642;I004928;I005885;I006055,정제,topical_or_local,1,1,health.kr:2015072400010
HKG-7cc67110adc23e3b5bfb,I001982;I002541;I003412;I003530,액제,topical_or_local,1,1,health.kr:2018091100002
HKG-7cf82cf6204469b90c28,I000032;I000041;I000234;I000259;I000622;I000652;I000703;I001069;I001072;I001471;I001587;I001642;I001985;I002011;I002541;I002717;I003412;I003529;I004351;I004465;I004642;I004645;I004928;I005297;I005713;I005733;I005885;I006055;I006376;I006525;I012318,정제,topical_or_local,1,1,health.kr:2024092400004
HKG-7d16ff9c51dde1b64b90,I001401,정제,gastrointestinal,4,4,health.kr:2013031400003;health.kr:2020012900020;health.kr:2020021200019;health.kr:2020041600014
HKG-7e456bad8a51c92342ba,I000211;I002541;I003412;I003530;I003594;I005297;I005414;I006922;I009906,액제,other_otc,1,1,health.kr:A11A3780A0139
HKG-7e5157dafaa3f444943d,I000376;I000485;I000968;I001696;I001885;I006079;I006157;I006177;I008309,액제,gastrointestinal,1,1,health.kr:2022021000010
HKG-7f2e47f8a9a4aa9a00da,I002775,분무제,cold_respiratory,1,1,health.kr:2019052200054
HKG-7f4620198e555267458b,I001696;I001885;I006323;I006447;I006474;I006480;IB00091,정제,other_otc,1,1,health.kr:A11AKP08F1059
HKG-82657d1c88afb422935c,I000234;I001885;I003757;I005639;I006548;I006974;I007344;I012327,정제,gastrointestinal,1,1,health.kr:2021071300001
HKG-83e37305167831da0b15,I002427,연질캡슐,topical_or_local,1,1,health.kr:2015022600009
HKG-83f9f5a935502a3565d1,I001697,액제,topical_or_local,1,1,health.kr:A11A2460A0140
HKG-84df4e30fa086850ddcc,I000376;I000485;I001699;I001885;I006550;I012233;IC00031,현탁액,gastrointestinal,1,1,health.kr:A11A3550A0164
HKG-85220b727279cb40c863,I001696;I001699;I001885;I006174;I006323;I006469;I006550,과립,gastrointestinal,2,2,health.kr:A11AKP07L0378;health.kr:A11AKP09B0079
HKG-8642db9ff8b8b15c7592,I004062,정제,anthelmintic,3,3,health.kr:2009071505482;health.kr:2009071506049;health.kr:2018092000013
HKG-867e52a555870241d4b5,I001572,가글액제,analgesic_antiinflammatory,1,1,health.kr:2020101600012
HKG-86884a4b835f487087a8,I000846,정제,topical_or_local,1,1,health.kr:2020061600001
HKG-86d108c899476bf75890,I001696;I001699;I001885;I006174;I006323;I006469;I006550,정제,gastrointestinal,1,2,health.kr:krqpwvlvb3q6f
HKG-878d6f221223f06beeff,I001885;I006447,경질캡슐,analgesic_antiinflammatory,1,1,health.kr:A11AKP07L0178
HKG-8803101c0013a537376b,I000107;I001696;I002802;I003719;I005733;I006050;I006974,장용정,analgesic_antiinflammatory,1,1,health.kr:2023041200002
HKG-8809cd5eea8d3d2a6838,I000485;I001885;I006050;I006079;I006157;I006185;I006366;I006503;I006981;I008199;I008202;I008219;I008286;I008337;I008389;I008407;I008412;I012275,환제,gastrointestinal,1,2,health.kr:A11A2670A0001
HKG-8a3130439070ff1c51bc,I001019,액제,other_otc,1,1,health.kr:2023061400002
HKG-8c78c8a994f598d2ef5a,I000351;I004087,정제,other_otc,1,1,health.kr:2009071505526
HKG-8d15d039f5d750ae1936,I002542,경피흡수제(패취제),other_otc,2,2,health.kr:A11AOOOOO9994;health.kr:A11AOOOOO9995
HKG-8e3e8ea92e16e449078e,IB00291,과립,analgesic_antiinflammatory,1,1,health.kr:A11A0090A0320
HKG-8fdb565fd7bf5b9ac68e,I000860;I001784;I002817;I003385;I004615;I006391,경질캡슐,analgesic_antiinflammatory,1,1,health.kr:2023031500003
HKG-90753dc37fbf73dfec98,I001466,시럽제,other_otc,1,1,health.kr:A11AJJJJJ0523
HKG-90c98792963df75b0637,I002333,액제,topical_or_local,5,5,health.kr:66wuffcbyam85;health.kr:A11A3060A0247;health.kr:A11ACCCCC0417;health.kr:A11APPPPP2219;health.kr:A11APPPPP2301
HKG-911c1ec9e6c6b513c27e,I000485;I001223;I001696;I001885;I002817;I004348;I004615;I006447;I006469;I006546,액제,analgesic_antiinflammatory,1,1,health.kr:2012091400011
HKG-924556c3693c1c38b866,I001069;I001985;I002717;I003412;I003529;I006606,연질캡슐,topical_or_local,1,1,health.kr:2016061000013
HKG-9245c652326c884f9ef2,I000032;I000259;I000622;I001069;I001587;I001985;I002541;I002717;I003409;I004351;I004465;I004928;I005713;I005733;I005885;I006376;I006525;I012318,정제,topical_or_local,1,1,health.kr:2024120400005
HKG-927c8d80ab7ffa0650c4,I000032;I000259;I000622;I000703;I001587;I001985;I002541;I002717;I003412;I003529;I004351;I004465;I004642;I004928;I005713;I005733;I006055,정제,topical_or_local,1,1,health.kr:2013051600004
HKG-935891430ecb3c8540b0,I000314;I001069;I002418;I004351,경질캡슐,analgesic_antiinflammatory,3,3,health.kr:A11AKP08D0143;health.kr:pmewl0drvmfc7;health.kr:y0uwsrxlvahx3
HKG-93bb85bbf39e8d6b655b,I000376;I000485;I000594;I001696;I002639;I006157;I006177;I006366;I008309,액제,gastrointestinal,1,1,health.kr:2016040700006
HKG-947cb444761f293632f7,I001697,연질캡슐,topical_or_local,1,1,health.kr:2020033000020
HKG-95a666c97c0e3619fbe6,I003068;I006862,샴푸,topical_or_local,1,2,health.kr:A11AKP08F1359
HKG-97a0c4052e906e0cee08,I002798;I004865,연질캡슐,analgesic_antiinflammatory,1,1,health.kr:2013011800015
HKG-9bd7ead027559a205c60,I002541,정제,other_otc,1,1,health.kr:2011112300004
HKG-9c04d99b3e4b4cf25424,I000032;I002541;I003412;I004642;I004928;I006606,시럽제,other_otc,1,2,health.kr:2021042300003
HKG-9c1f5c0f63a45ff86b30,I000454;I002500,연고,topical_or_local,1,2,health.kr:2009071506011
HKG-9cb492cd1d2e8386a18d,I001699;I004272;I006013;I006077;I006079;I006080;I006202;I006225;I006353;I006430;I006447;I006455;I006542;I006546;I006557;I006585;I008149;I008234;I008401;I009533,환제,analgesic_antiinflammatory,1,1,health.kr:A11ABBBBB2010
HKG-9e9d77ed3db7c4089c99,I001699;I004272;I006076;I006174;I006276;I006344;I006474;I006519;I006541;I006546;I006549;I006648;I006758;I012234,환제,other_otc,2,2,health.kr:A11A1120B0112;health.kr:A11AGGGGG7011
HKG-9ec14e6f23daab87dc59,I000846;I004099;I004705,겔제,topical_or_local,1,1,health.kr:2019053100012
HKG-9fab479e4375566305dd,I001699;I004272;I006076;I006174;I006276;I006344;I006474;I006519;I006541;I006546;I006549;I006648;I006758;I012234,액제,other_otc,4,6,health.kr:A11A1240A0063;health.kr:A11A1500A0402;health.kr:A11ABBBBB0727;health.kr:A11AEEEEE0465
HKG-a22def5ae9282c3a75f2,I000860;I001784;I002817;I004615;I006391,시럽제,analgesic_antiinflammatory,1,1,health.kr:2020111100007
HKG-a2961fd465f8b0e0ad2a,IB00013,정제,analgesic_antiinflammatory,1,1,health.kr:po5zgx2ggwhhy
HKG-a3359f25156796ee1f28,I000032;I000259;I000622;I000703;I001069;I001587;I001642;I001985;I002541;I002717;I003409;I003412;I003529;I004351;I004465;I004928;I005297;I005713;I005733;I005885;I006376;I006525;I007446;I012318,정제,topical_or_local,1,1,health.kr:2024031100005
HKG-a34f308877425dc184e0,I000846;I003791,분무제,cold_respiratory,1,1,health.kr:2012030700009
HKG-a3f26709b74154095a55,I000703;I001069;I001985;I002541;I002717;I003412;I003529;I004465;I005713;I012318,연질캡슐,topical_or_local,1,1,health.kr:2023022400002
HKG-a5edb36d14a0eddb9bf2,I003785,연고,topical_or_local,1,2,health.kr:A11A0570A0226
HKG-a9295a0cf1915a849114,I000622;I000703;I001069;I001587;I001982;I001985;I002541;I003412;I003530;I004351;I005713;I006055;I006521;I006606;I007671,저작정(츄어블정),other_otc,1,1,health.kr:A11AKP07L0521
HKG-a9443491204beb4f782c,I001941;I005742,정제,other_otc,1,1,health.kr:2014091500007
HKG-a94bbf0408ae8f777c63,I000032;I000259;I000622;I000703;I000738;I001069;I001587;I001985;I002541;I002717;I003412;I003529;I004351;I004465;I004642;I004928;I005733;I005885,정제,topical_or_local,1,1,health.kr:2014042200003
HKG-aa18733d29010b79d5c1,I000236;I000259;I000622;I001985;I002541;I003412;I003529;I004465;I004642;I004645;I004928;I005885;I006376,정제,topical_or_local,1,1,health.kr:2022052400002
HKG-ac46635489b8d1752460,I001223;I001696;I001885;I004348;I006447;I006469;I006546;I008128,과립,cold_respiratory,1,1,health.kr:A11AGGGGG7012
HKG-ad0a916544f4c0e9dae6,I002543,껌,other_otc,2,2,health.kr:A11AKP08G1014;health.kr:A11AKP08G1024
HKG-ad444d4d9c1f2dd9da2d,I000041;I000259;I000622;I000703;I001069;I001587;I001985;I002541;I002717;I003409;I004351;I004465;I004642;I004928;I005713;I005733;I005885;I006525;I012318,정제,topical_or_local,1,1,health.kr:2020050800012
HKG-ad490a3f2474367a16b8,I001699;I002420;I004272;I006176;I006585;I008167,환제,other_otc,1,2,health.kr:A11AKP08G2439
HKG-ae7d3c43dff12203fcb6,I003223,액제,other_otc;topical_or_local,2,2,health.kr:A11A3060A0194;health.kr:A11A6030B0003
HKG-b0019518ae6918722cbe,I000032;I000259;I000622;I000703;I001069;I001471;I001587;I001642;I001985;I002011;I002541;I003412;I003529;I004351;I004645;I005733;I005885;I006055;I006520;I007347;I012316;I012318,정제,topical_or_local,1,1,health.kr:2015012600021
HKG-b2670f3c22887a906910,I000485;I001699;I004272;I006080;I006158;I006276;I006447;I006711,환제,gastrointestinal,1,1,health.kr:tn6yaahui2y5m
HKG-b2a598d0da47f7d3e054,I001484,정제,antihistamine,1,1,health.kr:2024051400007
HKG-b37c4172ee48440fd729,I002333,겔제,topical_or_local,2,2,health.kr:2025071600002;health.kr:A11AKP08F1379
