evidence_candidate_id,evidence_unit_id,rule_id,rule_type,referenced_rule_status,severity,candidate_id,item_sequence,product_id,product_name,ingredient_ids,ingredient_names,ingredient_scope,document_type,source_id,source_url,source_version,source_pdf_sha256,source_page_text_sha256,retrieved_at,retrieved_at_utc,raw_candidate_source_locator,raw_candidate_evidence_text,evidence_text_override,evidence_text_override_reason,shortlist_source_locator,shortlist_evidence_text,shortlist_changed_from_candidate,reviewed_source_locator,reviewed_evidence_text,operational_source_locator,operational_evidence_text,rule_scope,referenced_runtime_condition,rule_message_ko,next_action_ko,referenced_code_link,shortlist_rank,recommendation,evidence_status,candidate_operational_status,status_reason,analysis_status,analysis_exclusion_reason,duplicate_flag,duplicate_group,duplicate_location,duplicate_location_group_id,duplicate_text,duplicate_text_group_id,reviewer_id,reviewer_role,reviewed_at
SAFE-OTC-04-NB-P1-B22-alcohol,OTC-V51-EU-6138cc552996abb5,OTC-RULE-011,alcohol,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,6b7aaf74b6b0679aeb69f962fbcaa38c37630c3ba738ea7315268184227150f1,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.1, 문단 22",9) 알코올을 복용한 사람,false,,,,false,,,,,acetaminophen_regular_alcohol_use,item_sequence=202106092|ingredient_id=ING-acetaminophen|flags=alcohol,음주와 함께 복용할 때 주의가 필요한 제품이 포함되어 있습니다.,음주 중 복용 전 약사 또는 의사와 상담하세요.,src/lib/otc/engine.ts:1044,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-e700c8f4dd9789a6,false,,true,OTC-V51-TEXT-e700c8f4dd9789a6,,,
SAFE-OTC-04-NB-P1-B24-hepatic_disease,OTC-V51-EU-126fc3598e652202,OTC-RULE-007,hepatic_disease,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,6b7aaf74b6b0679aeb69f962fbcaa38c37630c3ba738ea7315268184227150f1,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.1, 문단 24",1) 간장애 또는 그 병력이 있는 환자,false,,,,false,,,,,acetaminophen_liver_disease,item_sequence=202106092|ingredient_id=ING-acetaminophen|flags=hepatic_disease,간질환과 관련해 주의가 필요한 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1016,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-1c78ab5940c4ce18,false,,true,OTC-V51-TEXT-1c78ab5940c4ce18,,,
SAFE-OTC-04-NB-P1-B25-renal_disease,OTC-V51-EU-fed771304d95b73e,OTC-RULE-008,renal_disease,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,6b7aaf74b6b0679aeb69f962fbcaa38c37630c3ba738ea7315268184227150f1,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.1, 문단 25",2) 신장(콩팥)장애 또는 그 병력이 있는 환자,false,,,,false,,,,,ibuprofen_kidney_disease,item_sequence=198601920|flags=renal_disease,신장질환과 관련해 주의가 필요한 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1023,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-3738e16aa5d29d0f,false,,true,OTC-V51-TEXT-3738e16aa5d29d0f,,,
SAFE-OTC-04-NB-P1-B3-alcohol,OTC-V51-EU-e80f6e43cbf74bd6,OTC-RULE-011,alcohol,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,6b7aaf74b6b0679aeb69f962fbcaa38c37630c3ba738ea7315268184227150f1,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.1, 문단 3",1) 매일 세 잔 이상 정기적으로 술을 마시는 사람이 이 약이나 다른 해열 진통제를 복용해야 할 경우 반드시,false,,,,false,,,,,acetaminophen_regular_alcohol_use,item_sequence=202106092|ingredient_id=ING-acetaminophen|flags=alcohol,음주와 함께 복용할 때 주의가 필요한 제품이 포함되어 있습니다.,음주 중 복용 전 약사 또는 의사와 상담하세요.,src/lib/otc/engine.ts:1044,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,location:OTC-V51-EU-e80f6e43cbf74bd6,true,OTC-V51-EU-e80f6e43cbf74bd6,false,,,,
SAFE-OTC-04-NB-P1-B3-duplicate_pharmacologic_class,OTC-V51-EU-e80f6e43cbf74bd6,OTC-RULE-002,duplicate_pharmacologic_class,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,6b7aaf74b6b0679aeb69f962fbcaa38c37630c3ba738ea7315268184227150f1,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.1, 문단 3",1) 매일 세 잔 이상 정기적으로 술을 마시는 사람이 이 약이나 다른 해열 진통제를 복용해야 할 경우 반드시,false,,,,false,,,,,ibuprofen_and_other_NSAIDs,scope_only_no_structured_binding,같은 NSAID 계열 성분을 함께 복용할 수 있습니다.,함께 복용하지 말고 복용 전 약사 또는 의사와 상담하세요.,src/lib/otc/engine.ts:759,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,location:OTC-V51-EU-e80f6e43cbf74bd6,true,OTC-V51-EU-e80f6e43cbf74bd6,false,,,,
SAFE-OTC-04-NB-P1-B4-hepatic_disease,OTC-V51-EU-e1f747f21a981f43,OTC-RULE-007,hepatic_disease,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,6b7aaf74b6b0679aeb69f962fbcaa38c37630c3ba738ea7315268184227150f1,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.1, 문단 4",의사 또는 약사와 상의해야 한다. 이러한 사람이 이 약을 복용하면 간손상이 유발될 수 있다.,false,,,,false,,,,,acetaminophen_liver_disease,item_sequence=202106092|ingredient_id=ING-acetaminophen|flags=hepatic_disease,간질환과 관련해 주의가 필요한 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1016,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
SAFE-OTC-04-NB-P1-B9-urgent_referral,OTC-V51-EU-c98612efda2841b4,OTC-RULE-016,urgent_referral,released,urgent,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,6b7aaf74b6b0679aeb69f962fbcaa38c37630c3ba738ea7315268184227150f1,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.1, 문단 9",응의 징후가 나타나면 즉시 복용을 중단하도록 하여야 한다.,false,,,,false,,,,,tylenol500_stop_and_consult_symptoms,item_sequence=202106092|red_flag_terms=호흡곤란;온몸이 붉어짐;혈관부기;두드러기;천식발작;얼굴부기;저혈압;쇽;스티븐스-존슨;스티븐스 존슨;독성표피괴사;리엘 증후군,즉시 상담 또는 진료가 필요한 증상이 입력되었습니다.,지체하지 말고 의료기관 또는 응급상담을 이용하세요.,src/lib/otc/engine.ts:1214,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-23a600af23897eef,false,,true,OTC-V51-TEXT-23a600af23897eef,,,
SAFE-OTC-04-NB-P2-B1-renal_disease,OTC-V51-EU-34b04ba44eb37d32,OTC-RULE-008,renal_disease,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,e32e909742eb5e3d63770c76e2831d13a5bc54d69f3a63f741ac8078e8807deb,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.2, 문단 1",2) 신장(콩팥)장애 또는 그 병력이 있는 환자,false,,,,false,,,,,ibuprofen_kidney_disease,item_sequence=198601920|flags=renal_disease,신장질환과 관련해 주의가 필요한 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1023,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-3738e16aa5d29d0f,false,,true,OTC-V51-TEXT-3738e16aa5d29d0f,,,
SAFE-OTC-04-NB-P2-B10-pregnancy_lactation,OTC-V51-EU-dff876defb84b6b4,OTC-RULE-006,pregnancy_lactation,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,e32e909742eb5e3d63770c76e2831d13a5bc54d69f3a63f741ac8078e8807deb,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.2, 문단 10",11) 임부 또는 수유부,false,,,,false,,,,,ibuprofen_pregnancy_lactation,item_sequence=198601920|flags=pregnancy_lactation,임신 또는 수유 중 주의가 필요한 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1094,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
SAFE-OTC-04-NB-P2-B11-anticoagulant_antiplatelet,OTC-V51-EU-bdbc851844b3ae44,OTC-RULE-012,anticoagulant_antiplatelet,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,e32e909742eb5e3d63770c76e2831d13a5bc54d69f3a63f741ac8078e8807deb,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.2, 문단 11","12) 다음의 약물을 복용하는 환자 : 와파린, 플루클록사실린",false,,,,false,,,,,ibuprofen_warfarin_or_coumarin_anticoagulant,item_sequence=198601920|flags=anticoagulant_antiplatelet,항응고제 또는 항혈소판제와 병용할 때 주의가 필요할 수 있습니다.,복용 전 처방한 의료진 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1061,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
SAFE-OTC-04-NB-P2-B13-urgent_referral,OTC-V51-EU-726a072f255bdbc3,OTC-RULE-016,urgent_referral,released,urgent,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,e32e909742eb5e3d63770c76e2831d13a5bc54d69f3a63f741ac8078e8807deb,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.2, 문단 13","4. 다음과 같을 경우 이 약의 복용을 즉각 중지하고 의사, 치과의사, 약사와 상의할 것. 상담시 가능한한 이 첨부",false,,,,false,,,,,tylenol500_stop_and_consult_symptoms,item_sequence=202106092|red_flag_terms=호흡곤란;온몸이 붉어짐;혈관부기;두드러기;천식발작;얼굴부기;저혈압;쇽;스티븐스-존슨;스티븐스 존슨;독성표피괴사;리엘 증후군,즉시 상담 또는 진료가 필요한 증상이 입력되었습니다.,지체하지 말고 의료기관 또는 응급상담을 이용하세요.,src/lib/otc/engine.ts:1214,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-3bb04a2e003670d1,false,,true,OTC-V51-TEXT-3bb04a2e003670d1,,,
SAFE-OTC-04-NB-P2-B19-gi_bleeding_ulcer,OTC-V51-EU-90cd3233e324a7d7,OTC-RULE-009,gi_bleeding_ulcer,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,e32e909742eb5e3d63770c76e2831d13a5bc54d69f3a63f741ac8078e8807deb,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.2, 문단 19","4) 소화기: 구역, 구토, 식욕부진, 장기복용 시 위장출혈, 소화성궤양, 천공(뚫림) 등의 위장관계 이상반응",false,,,,false,,,,,ibuprofen_gi_bleeding_or_ulcer,item_sequence=198601920|flags=gi_bleeding_ulcer,위장관 출혈 또는 궤양 위험과 관련된 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1030,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,location:OTC-V51-EU-90cd3233e324a7d7;text:OTC-V51-TEXT-3ddb8e50b20ac492,true,OTC-V51-EU-90cd3233e324a7d7,true,OTC-V51-TEXT-3ddb8e50b20ac492,,,
SAFE-OTC-04-NB-P2-B19-maximum_duration,OTC-V51-EU-90cd3233e324a7d7,OTC-RULE-015,maximum_duration,draft,caution,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,e32e909742eb5e3d63770c76e2831d13a5bc54d69f3a63f741ac8078e8807deb,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.2, 문단 19","4) 소화기: 구역, 구토, 식욕부진, 장기복용 시 위장출혈, 소화성궤양, 천공(뚫림) 등의 위장관계 이상반응",false,,,,false,,,,,pancol_a_continuous_use,scope_only_no_structured_binding,허가된 연속 복용 기간을 넘었을 수 있습니다.,증상이 지속되면 추가 복용 대신 약사 또는 의사와 상담하세요.,src/lib/otc/engine.ts:991,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,location:OTC-V51-EU-90cd3233e324a7d7;text:OTC-V51-TEXT-3ddb8e50b20ac492,true,OTC-V51-EU-90cd3233e324a7d7,true,OTC-V51-TEXT-3ddb8e50b20ac492,,,
SAFE-OTC-04-NB-P2-B2-gi_bleeding_ulcer,OTC-V51-EU-6fceb2e0b61f7971,OTC-RULE-009,gi_bleeding_ulcer,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,e32e909742eb5e3d63770c76e2831d13a5bc54d69f3a63f741ac8078e8807deb,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.2, 문단 2",3) 소화성궤양의 병력이 있는 환자,false,,,,false,,,,,ibuprofen_gi_bleeding_or_ulcer,item_sequence=198601920|flags=gi_bleeding_ulcer,위장관 출혈 또는 궤양 위험과 관련된 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1030,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-d0952213b48addb2,false,,true,OTC-V51-TEXT-d0952213b48addb2,,,
SAFE-OTC-04-NB-P2-B5-decongestant_hypertension,OTC-V51-EU-2da348815cac2b62,OTC-RULE-014,decongestant_hypertension,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,e32e909742eb5e3d63770c76e2831d13a5bc54d69f3a63f741ac8078e8807deb,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.2, 문단 5",6) 심장기능이상이 있는 환자,false,,,,false,,,,,pancol_a_phenylephrine_hypertension,item_sequence=196800036|flags=decongestant_hypertension,고혈압 또는 심혈관질환에서 비충혈제거제 주의가 필요할 수 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1051,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-f4410503dbf38dda,false,,true,OTC-V51-TEXT-f4410503dbf38dda,,,
SAFE-OTC-04-NB-P2-B8-age_restriction,OTC-V51-EU-bf71d0e7a5e6d0c8,OTC-RULE-005,age_restriction,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,e32e909742eb5e3d63770c76e2831d13a5bc54d69f3a63f741ac8078e8807deb,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.2, 문단 8",9) 고령자(노인),false,,,,false,,,,,tylenol500_minimum_age_12,item_sequence=202106092|minimum_age_years=12,입력한 연령에 적용되는 제한 또는 별도 용량 기준이 있습니다.,소아·고령자 용법을 제품 허가사항과 전문가에게 확인하세요.,src/lib/otc/engine.ts:971,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-62d243bdcf783995,false,,true,OTC-V51-TEXT-62d243bdcf783995,,,
SAFE-OTC-04-NB-P2-B9-age_restriction,OTC-V51-EU-1e5dce5e3c3e00ef,OTC-RULE-005,age_restriction,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,e32e909742eb5e3d63770c76e2831d13a5bc54d69f3a63f741ac8078e8807deb,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.2, 문단 9",10) 만 2세 미만의 소아,false,,,,false,,,,,tylenol500_minimum_age_12,item_sequence=202106092|minimum_age_years=12,입력한 연령에 적용되는 제한 또는 별도 용량 기준이 있습니다.,소아·고령자 용법을 제품 허가사항과 전문가에게 확인하세요.,src/lib/otc/engine.ts:971,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
SAFE-OTC-04-NB-P3-B17-maximum_duration,OTC-V51-EU-f3011b2ef75a5e51,OTC-RULE-015,maximum_duration,draft,caution,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,6ed90f3da2b3ff1a7964a7eb2d6b99064c1b320441e3047c1ebb6a2b1d24cc10,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.3, 문단 17","가. 장기복용하는 경우 정기적인 임상검사(요검사, 혈액검사, 간기능검사 등)를 받고 이상이 있을 경우",false,,,,false,,,,,pancol_a_continuous_use,scope_only_no_structured_binding,허가된 연속 복용 기간을 넘었을 수 있습니다.,증상이 지속되면 추가 복용 대신 약사 또는 의사와 상담하세요.,src/lib/otc/engine.ts:991,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-10f2a764f698d034,false,,true,OTC-V51-TEXT-10f2a764f698d034,,,
SAFE-OTC-04-NB-P3-B22-maximum_duration,OTC-V51-EU-cd0604644f82d85b,OTC-RULE-015,maximum_duration,draft,caution,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,6ed90f3da2b3ff1a7964a7eb2d6b99064c1b320441e3047c1ebb6a2b1d24cc10,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.3, 문단 22",나. 원칙적으로 동일한 약물의 장기복용은 피한다.,false,,,,false,,,,,pancol_a_continuous_use,scope_only_no_structured_binding,허가된 연속 복용 기간을 넘었을 수 있습니다.,증상이 지속되면 추가 복용 대신 약사 또는 의사와 상담하세요.,src/lib/otc/engine.ts:991,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-3426caf5e029b3c4,false,,true,OTC-V51-TEXT-3426caf5e029b3c4,,,
SAFE-OTC-04-NB-P3-B24-age_restriction,OTC-V51-EU-765d2bff2bfa2615,OTC-RULE-005,age_restriction,released,high,SAFE-OTC-04,202200525,MFDS-202200525,어린이타이레놀현탁액(아세트아미노펜),ING-acetaminophen,아세트아미노펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/202200525/NB,sha256:5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,5150a7cae99a092b9795b19c9fa1622f0ed1c1bcdd7f34613c0c4a09c0930d4b,6ed90f3da2b3ff1a7964a7eb2d6b99064c1b320441e3047c1ebb6a2b1d24cc10,2026-07-14,2026-07-14T02:10:14.255342+00:00,"사용상의주의사항 PDF p.3, 문단 24","(5) 소아 및 고령자(노인)는 최소 필요량을 복용하고 이상반응에 유의한다. 과도한 체온강하, 허탈, 사지냉",false,,,,false,,,,,tylenol500_minimum_age_12,item_sequence=202106092|minimum_age_years=12,입력한 연령에 적용되는 제한 또는 별도 용량 기준이 있습니다.,소아·고령자 용법을 제품 허가사항과 전문가에게 확인하세요.,src/lib/otc/engine.ts:971,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-4c7337a869e2584a,false,,true,OTC-V51-TEXT-4c7337a869e2584a,,,
