evidence_candidate_id,evidence_unit_id,rule_id,rule_type,referenced_rule_status,severity,candidate_id,item_sequence,product_id,product_name,ingredient_ids,ingredient_names,ingredient_scope,document_type,source_id,source_url,source_version,source_pdf_sha256,source_page_text_sha256,retrieved_at,retrieved_at_utc,raw_candidate_source_locator,raw_candidate_evidence_text,evidence_text_override,evidence_text_override_reason,shortlist_source_locator,shortlist_evidence_text,shortlist_changed_from_candidate,reviewed_source_locator,reviewed_evidence_text,operational_source_locator,operational_evidence_text,rule_scope,referenced_runtime_condition,rule_message_ko,next_action_ko,referenced_code_link,shortlist_rank,recommendation,evidence_status,candidate_operational_status,status_reason,analysis_status,analysis_exclusion_reason,duplicate_flag,duplicate_group,duplicate_location,duplicate_location_group_id,duplicate_text,duplicate_text_group_id,reviewer_id,reviewer_role,reviewed_at
EXP-OTC-01-NB-P5-B15-gi_bleeding_ulcer,OTC-V51-EU-f143f023f43e2028,OTC-RULE-009,gi_bleeding_ulcer,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,bcb16c6f770535f887796ba763aabefb22038439e8ae8e8eadbef8243d86fd05,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.5, 문단 15",(8) 쿠마린계 항응고제(와르파린 등) : 위장관계 출혈에 대하여 와르파린과 비스테로이드성 소염(항염)진통,false,,,,false,,,,,ibuprofen_gi_bleeding_or_ulcer,item_sequence=198601920|flags=gi_bleeding_ulcer,위장관 출혈 또는 궤양 위험과 관련된 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1030,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,location:OTC-V51-EU-f143f023f43e2028,true,OTC-V51-EU-f143f023f43e2028,false,,,,
EXP-OTC-01-NB-P5-B17-gi_bleeding_ulcer,OTC-V51-EU-dd21195a53482cd5,OTC-RULE-009,gi_bleeding_ulcer,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,bcb16c6f770535f887796ba763aabefb22038439e8ae8e8eadbef8243d86fd05,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.5, 문단 17",(심한 증상)의 위장관계 출혈의 위험이 높아질 수 있으므로 관찰을 충분히 하고 감량(줄임)하는 등 신중히 투,false,,,,false,,,,,ibuprofen_gi_bleeding_or_ulcer,item_sequence=198601920|flags=gi_bleeding_ulcer,위장관 출혈 또는 궤양 위험과 관련된 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1030,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P5-B24-anticoagulant_antiplatelet,OTC-V51-EU-920234f0af129770,OTC-RULE-012,anticoagulant_antiplatelet,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,bcb16c6f770535f887796ba763aabefb22038439e8ae8e8eadbef8243d86fd05,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.5, 문단 24",병용(함께 복용)시 항혈소판 효과가 증가하는 위험이 있다.,false,,,,false,,,,,ibuprofen_warfarin_or_coumarin_anticoagulant,item_sequence=198601920|flags=anticoagulant_antiplatelet,항응고제 또는 항혈소판제와 병용할 때 주의가 필요할 수 있습니다.,복용 전 처방한 의료진 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1061,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P5-B28-sedative_medication,OTC-V51-EU-b050a3810011a3f3,OTC-RULE-013,sedative_medication,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,bcb16c6f770535f887796ba763aabefb22038439e8ae8e8eadbef8243d86fd05,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.5, 문단 28","(13) CYP2C8, CYP2C9의 유도제(예, 리팜피신, 페노바르비탈) : 이 약의 대사를 증가하고 약효를 감소시킬",false,,"사용상의주의사항 PDF p.5, 문단 28","(13) CYP2C8, CYP2C9의 유도제(예, 리팜피신, 페노바르비탈) : 이 약의 대사를 증가하고 약효를 감소시킬",false,,,,,pancol_a_sedative_or_overlapping_cold_medicine,item_sequence=196800036|flags=sedative_medication,진정 작용이 있는 약물과 함께 복용할 때 주의가 필요할 수 있습니다.,복용 전 약사 또는 의사와 상담하세요.,src/lib/otc/engine.ts:1077,2,alternative_context,needs_expert_review,inactive_candidate,shortlisted_context_not_expert_verified,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P5-B5-decongestant_hypertension,OTC-V51-EU-bb3bf6c8490be14d,OTC-RULE-014,decongestant_hypertension,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,bcb16c6f770535f887796ba763aabefb22038439e8ae8e8eadbef8243d86fd05,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.5, 문단 5",억제제 또는 안지오텐신Ⅱ 수용체 길항제(억제제)의 항고혈압효과가 감소될 수 있다는 보고가 있으므로 이,false,,,,false,,,,,pancol_a_phenylephrine_hypertension,item_sequence=196800036|flags=decongestant_hypertension,고혈압 또는 심혈관질환에서 비충혈제거제 주의가 필요할 수 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1051,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P6-B13-urgent_referral,OTC-V51-EU-74e4443569518aa6,OTC-RULE-016,urgent_referral,released,urgent,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,ff34b173aa508a927c6d8b8683d772306bbcfd94dc19c8ad92dbf5adc063dc08,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.6, 문단 13","6. 다음과 같은 경우 이 약의 복용을 즉시 중지하고 의사, 치과의사, 약사와 상의할 것. 상담시 가능한한 이 첨부",false,,"사용상의주의사항 PDF p.6, 문단 13","6. 다음과 같은 경우 이 약의 복용을 즉시 중지하고 의사, 치과의사, 약사와 상의할 것. 상담시 가능한한 이 첨부",false,,,,,tylenol500_stop_and_consult_symptoms,item_sequence=202106092|red_flag_terms=호흡곤란;온몸이 붉어짐;혈관부기;두드러기;천식발작;얼굴부기;저혈압;쇽;스티븐스-존슨;스티븐스 존슨;독성표피괴사;리엘 증후군,즉시 상담 또는 진료가 필요한 증상이 입력되었습니다.,지체하지 말고 의료기관 또는 응급상담을 이용하세요.,src/lib/otc/engine.ts:1214,2,alternative_context,needs_expert_review,inactive_candidate,shortlisted_context_not_expert_verified,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P6-B22-gi_bleeding_ulcer,OTC-V51-EU-d16c098e3d998bbb,OTC-RULE-009,gi_bleeding_ulcer,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,ff34b173aa508a927c6d8b8683d772306bbcfd94dc19c8ad92dbf5adc063dc08,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.6, 문단 22","출혈성 대장염, 궤양성 대장염 또는 크론병, 소화성궤양 위장출혈, 천공(뚫림), 혈변, 위염, 췌장(이자)염 매",false,,,,false,,,,,ibuprofen_gi_bleeding_or_ulcer,item_sequence=198601920|flags=gi_bleeding_ulcer,위장관 출혈 또는 궤양 위험과 관련된 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1030,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P6-B4-anticoagulant_antiplatelet,OTC-V51-EU-d32bb15ee8741944,OTC-RULE-012,anticoagulant_antiplatelet,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,ff34b173aa508a927c6d8b8683d772306bbcfd94dc19c8ad92dbf5adc063dc08,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.6, 문단 4",(15) 항혈소판제 및 선택적 세로토닌 재흡수 억제제(SSRI) : 이 약과 병용 시 위장관 출혈의 위험이 증가할,false,,,,false,,,,,ibuprofen_warfarin_or_coumarin_anticoagulant,item_sequence=198601920|flags=anticoagulant_antiplatelet,항응고제 또는 항혈소판제와 병용할 때 주의가 필요할 수 있습니다.,복용 전 처방한 의료진 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1061,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,location:OTC-V51-EU-d32bb15ee8741944,true,OTC-V51-EU-d32bb15ee8741944,false,,,,
EXP-OTC-01-NB-P6-B4-gi_bleeding_ulcer,OTC-V51-EU-d32bb15ee8741944,OTC-RULE-009,gi_bleeding_ulcer,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,ff34b173aa508a927c6d8b8683d772306bbcfd94dc19c8ad92dbf5adc063dc08,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.6, 문단 4",(15) 항혈소판제 및 선택적 세로토닌 재흡수 억제제(SSRI) : 이 약과 병용 시 위장관 출혈의 위험이 증가할,false,,,,false,,,,,ibuprofen_gi_bleeding_or_ulcer,item_sequence=198601920|flags=gi_bleeding_ulcer,위장관 출혈 또는 궤양 위험과 관련된 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1030,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,location:OTC-V51-EU-d32bb15ee8741944,true,OTC-V51-EU-d32bb15ee8741944,false,,,,
EXP-OTC-01-NB-P7-B15-decongestant_hypertension,OTC-V51-EU-1830eb00e122ca17,OTC-RULE-014,decongestant_hypertension,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,576c1739d10fcd8293ac1e5a168683b8fa033bf784857483d51f12d89782e0de,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.7, 문단 15","12) 심혈관계 : 말초부종(부기)이 나타날 수 있고, 심부전이 있는 환자의 경우 급성 폐부종(부기)의 위험이 증",false,,,,false,,,,,pancol_a_phenylephrine_hypertension,item_sequence=196800036|flags=decongestant_hypertension,고혈압 또는 심혈관질환에서 비충혈제거제 주의가 필요할 수 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1051,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P7-B16-age_restriction,OTC-V51-EU-c126326a79923a9d,OTC-RULE-005,age_restriction,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,576c1739d10fcd8293ac1e5a168683b8fa033bf784857483d51f12d89782e0de,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.7, 문단 16",가할 수 있다. 또한 고혈압이나 신부전 환자는 체액저류(체액고임)가 나타날 수 있다. 특히 고령자(노인)에게,false,,,,false,,,,,tylenol500_minimum_age_12,item_sequence=202106092|minimum_age_years=12,입력한 연령에 적용되는 제한 또는 별도 용량 기준이 있습니다.,소아·고령자 용법을 제품 허가사항과 전문가에게 확인하세요.,src/lib/otc/engine.ts:971,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,location:OTC-V51-EU-c126326a79923a9d,true,OTC-V51-EU-c126326a79923a9d,false,,,,
EXP-OTC-01-NB-P7-B16-decongestant_hypertension,OTC-V51-EU-c126326a79923a9d,OTC-RULE-014,decongestant_hypertension,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,576c1739d10fcd8293ac1e5a168683b8fa033bf784857483d51f12d89782e0de,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.7, 문단 16",가할 수 있다. 또한 고혈압이나 신부전 환자는 체액저류(체액고임)가 나타날 수 있다. 특히 고령자(노인)에게,false,,,,false,,,,,pancol_a_phenylephrine_hypertension,item_sequence=196800036|flags=decongestant_hypertension,고혈압 또는 심혈관질환에서 비충혈제거제 주의가 필요할 수 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1051,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,location:OTC-V51-EU-c126326a79923a9d,true,OTC-V51-EU-c126326a79923a9d,false,,,,
EXP-OTC-01-NB-P7-B17-decongestant_hypertension,OTC-V51-EU-2af05b4623c677e4,OTC-RULE-014,decongestant_hypertension,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,576c1739d10fcd8293ac1e5a168683b8fa033bf784857483d51f12d89782e0de,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.7, 문단 17",서 고혈압이나 심부전이 나타날 수 있다. 빈도 불명의 코니스 증후군이 나타날 수 있다.,false,,,,false,,,,,pancol_a_phenylephrine_hypertension,item_sequence=196800036|flags=decongestant_hypertension,고혈압 또는 심혈관질환에서 비충혈제거제 주의가 필요할 수 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1051,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P7-B27-anticoagulant_antiplatelet,OTC-V51-EU-35880de7552c1a8e,OTC-RULE-012,anticoagulant_antiplatelet,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,576c1739d10fcd8293ac1e5a168683b8fa033bf784857483d51f12d89782e0de,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.7, 문단 27","며, 필요시 혈액응고검사(항응고제투여시), 혈중 칼륨농도검사[칼륨저류(쌓임)제 투여시] 또는 혈중 리튬농",false,,,,false,,,,,ibuprofen_warfarin_or_coumarin_anticoagulant,item_sequence=198601920|flags=anticoagulant_antiplatelet,항응고제 또는 항혈소판제와 병용할 때 주의가 필요할 수 있습니다.,복용 전 처방한 의료진 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1061,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P7-B28-hepatic_disease,OTC-V51-EU-bdbb5fe0014935a5,OTC-RULE-007,hepatic_disease,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,576c1739d10fcd8293ac1e5a168683b8fa033bf784857483d51f12d89782e0de,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.7, 문단 28","도검사를 정기적으로 시행한다. 간질환 또는 신질환과 관련된 임상 증상이나 전신적인 징후(예, 호산구증가",false,,,,false,,,,,acetaminophen_liver_disease,item_sequence=202106092|ingredient_id=ING-acetaminophen|flags=hepatic_disease,간질환과 관련해 주의가 필요한 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1016,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-06901e70ebc8222f,false,,true,OTC-V51-TEXT-06901e70ebc8222f,,,
EXP-OTC-01-NB-P7-B5-sedation_driving,OTC-V51-EU-676af836560e59f3,OTC-RULE-010,sedation_driving,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,576c1739d10fcd8293ac1e5a168683b8fa033bf784857483d51f12d89782e0de,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.7, 문단 5","9) 정신신경계 : 피로, 졸음, 두통, 어지러움, 때때로 불안, 안절부절, 착란, 우울증, 드물게 무균성 수막염이",false,,,,false,,,,,pancol_a_driving,item_sequence=196800036|flags=sedation_driving,졸림을 유발해 운전이나 기계 조작에 영향을 줄 수 있습니다.,운전·기계 조작을 피하고 허가사항을 확인하세요.,src/lib/otc/engine.ts:1037,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P8-B1-hepatic_disease,OTC-V51-EU-d6fb69573995d92a,OTC-RULE-007,hepatic_disease,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,c2fa86a2ab8f0f16b41b9cfa1fdb2ea57325b9be20b91786f5f58ebe24e93da0,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.8, 문단 1","도검사를 정기적으로 시행한다. 간질환 또는 신질환과 관련된 임상 증상이나 전신적인 징후(예, 호산구증가",false,,,,false,,,,,acetaminophen_liver_disease,item_sequence=202106092|ingredient_id=ING-acetaminophen|flags=hepatic_disease,간질환과 관련해 주의가 필요한 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1016,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,true,text:OTC-V51-TEXT-06901e70ebc8222f,false,,true,OTC-V51-TEXT-06901e70ebc8222f,,,
EXP-OTC-01-NB-P8-B11-age_restriction,OTC-V51-EU-d2ed189c95d4cd8b,OTC-RULE-005,age_restriction,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,c2fa86a2ab8f0f16b41b9cfa1fdb2ea57325b9be20b91786f5f58ebe24e93da0,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.8, 문단 11","(팔다리 찬느낌) 등의 증상이 나타날 수 있으므로 특히 고열을 수반하는 유아, 소아 및 고령자(노인) 또는 소",false,,,,false,,,,,tylenol500_minimum_age_12,item_sequence=202106092|minimum_age_years=12,입력한 연령에 적용되는 제한 또는 별도 용량 기준이 있습니다.,소아·고령자 용법을 제품 허가사항과 전문가에게 확인하세요.,src/lib/otc/engine.ts:971,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P8-B16-gi_bleeding_ulcer,OTC-V51-EU-19c561003f236ddf,OTC-RULE-009,gi_bleeding_ulcer,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,c2fa86a2ab8f0f16b41b9cfa1fdb2ea57325b9be20b91786f5f58ebe24e93da0,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.8, 문단 16",7) 위장관계 이상반응 : 이 약을 포함한 비스테로이드성 소염(항염)진통제를 궤양성 질환 또는 위장관 출혈,false,,,,false,,,,,ibuprofen_gi_bleeding_or_ulcer,item_sequence=198601920|flags=gi_bleeding_ulcer,위장관 출혈 또는 궤양 위험과 관련된 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1030,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
EXP-OTC-01-NB-P8-B17-gi_bleeding_ulcer,OTC-V51-EU-93abf8afe31a13d0,OTC-RULE-009,gi_bleeding_ulcer,released,high,EXP-OTC-01,201110646,MFDS-201110646,덱스피드연질캡슐(덱시부프로펜),ING-dexibuprofen,덱시부프로펜,product_authorized_ingredient_set_not_excerpt_attribution,NB,MFDS-NEDRUG-DETAIL,https://nedrug.mfds.go.kr/dsie/pdf/drb/201110646/NB,sha256:1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,1fb48f840d563a2ee2e20c1cf8d9b5d4f5461704db10a8c0970512869889b394,c2fa86a2ab8f0f16b41b9cfa1fdb2ea57325b9be20b91786f5f58ebe24e93da0,2026-07-14,2026-07-14T02:56:31.878369+00:00,"사용상의주의사항 PDF p.8, 문단 17",의 병력이 있는 환자에게 처방시 극심한 주의를 기울여야 한다. 소화성 궤양 질환 및/또는 위장관 출혈의 병력,false,,,,false,,,,,ibuprofen_gi_bleeding_or_ulcer,item_sequence=198601920|flags=gi_bleeding_ulcer,위장관 출혈 또는 궤양 위험과 관련된 제품이 포함되어 있습니다.,복용 전 의사 또는 약사와 상담하세요.,src/lib/otc/engine.ts:1030,,,provisional,inactive_candidate,machine_candidate_not_shortlisted,included,,false,,false,,false,,,,
