candidate_pair_id,record_id_a,record_id_b,match_basis,similarity_score,auto_proposal,human_decision,representative_record_id,reviewer_id,timestamp
DUP-00129,pubmed:26063068:K5,pubmed:26063068:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26063068:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00130,pubmed:26123164:K5,pubmed:26123164:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26123164:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00131,pubmed:26124814:K5,pubmed:26124814:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26124814:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00132,pubmed:26166560:K5,pubmed:26166560:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26166560:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00133,pubmed:26199751:K5,pubmed:26199751:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26199751:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00134,pubmed:26301120:K5,pubmed:26301120:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26301120:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00135,pubmed:26347061:K5,pubmed:26347061:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26347061:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00136,pubmed:26347061:K5,pubmed:26347061:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26347061:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00137,pubmed:26456131:K4,pubmed:26456131:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26456131:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00138,pubmed:26504859:K5,pubmed:26504859:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26504859:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00139,pubmed:26654942:K5,pubmed:26654942:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26654942:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00140,pubmed:26723564:K5,pubmed:26723564:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26723564:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00141,pubmed:26767108:K5,pubmed:26767108:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26767108:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00142,pubmed:26770156:K4,pubmed:26770156:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26770156:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00143,pubmed:26942441:K5,pubmed:26942441:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26942441:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00144,pubmed:26956254:K3,pubmed:26956254:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26956254:K3,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00145,pubmed:26987988:K4,pubmed:26987988:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:26987988:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00146,pubmed:27061346:K4,pubmed:27061346:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:27061346:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00147,pubmed:27087396:K5,pubmed:27087396:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:27087396:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00148,pubmed:27681261:K5,pubmed:27681261:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:27681261:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00149,pubmed:27778338:K5,pubmed:27778338:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:27778338:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00150,pubmed:27898998:K3,pubmed:27898998:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:27898998:K3,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00151,pubmed:27903519:K4,pubmed:27903519:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:27903519:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00152,pubmed:27934558:K4,pubmed:27934558:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:27934558:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00153,pubmed:28090471:K5,pubmed:28090471:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:28090471:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00154,pubmed:28152989:K5,pubmed:28152989:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:28152989:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00155,pubmed:28212381:K4,pubmed:28212381:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:28212381:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00156,pubmed:28248532:K4,pubmed:28248532:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:28248532:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00157,pubmed:28518221:K5,pubmed:28518221:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:28518221:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00158,pubmed:28666216:K5,pubmed:28666216:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:28666216:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00159,pubmed:28888463:K5,pubmed:28888463:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:28888463:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00160,pubmed:29070544:K5,pubmed:29070544:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:29070544:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00161,pubmed:29183350:K4,pubmed:29183350:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:29183350:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00162,pubmed:2931973:K5,pubmed:2931973:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:2931973:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00163,pubmed:29438954:K5,pubmed:29438954:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:29438954:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00164,pubmed:29783873:K4,pubmed:29783873:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:29783873:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00165,pubmed:30101091:K5,pubmed:30101091:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:30101091:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00166,pubmed:30134996:K5,pubmed:30134996:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:30134996:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00167,pubmed:30243992:K4,pubmed:30243992:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:30243992:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00168,pubmed:3027267:K5,pubmed:3027267:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:3027267:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00169,pubmed:30362417:K3,pubmed:30362417:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:30362417:K3,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00170,pubmed:30462216:K5,pubmed:30462216:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:30462216:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00171,pubmed:30568149:K4,pubmed:30568149:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:30568149:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00172,pubmed:30570953:K5,pubmed:30570953:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:30570953:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00173,pubmed:30862550:K5,pubmed:30862550:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:30862550:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00174,pubmed:30909788:K4,pubmed:30909788:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:30909788:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00175,pubmed:31082167:K4,pubmed:31082167:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:31082167:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00176,pubmed:31973225:K5,pubmed:31973225:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:31973225:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00177,pubmed:31976553:K5,pubmed:31976553:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:31976553:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00178,pubmed:3209138:K5,pubmed:3209138:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:3209138:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00179,pubmed:32107773:K5,pubmed:32107773:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:32107773:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00180,pubmed:32478671:K4,pubmed:32478671:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:32478671:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00181,pubmed:32587307:K5,pubmed:32587307:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:32587307:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00182,pubmed:32677037:K4,pubmed:32677037:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:32677037:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00183,pubmed:32717576:K5,pubmed:32717576:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:32717576:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00184,pubmed:32744704:K5,pubmed:32744704:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:32744704:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00185,pubmed:32780203:K5,pubmed:32780203:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:32780203:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00186,pubmed:3296888:K5,pubmed:3296888:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:3296888:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00187,pubmed:33126039:K5,pubmed:33126039:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:33126039:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00188,pubmed:3313767:K5,pubmed:3313767:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:3313767:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00189,pubmed:33341105:K4,pubmed:33341105:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:33341105:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00190,pubmed:3341246:K5,pubmed:3341246:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:3341246:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00191,pubmed:33540920:K5,pubmed:33540920:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:33540920:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00192,pubmed:33722846:K5,pubmed:33722846:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:33722846:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00193,pubmed:33875086:K5,pubmed:33875086:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:33875086:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00194,pubmed:33901261:K5,pubmed:33901261:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:33901261:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00195,pubmed:34491844:K5,pubmed:34491844:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:34491844:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00196,pubmed:34564844:K5,pubmed:34564844:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:34564844:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00197,pubmed:35015856:K5,pubmed:35015856:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35015856:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00198,pubmed:35162914:K5,pubmed:35162914:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35162914:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00199,pubmed:35365361:K5,pubmed:35365361:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35365361:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00200,pubmed:35684094:K4,pubmed:35684094:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35684094:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00201,pubmed:35743994:K5,pubmed:35743994:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35743994:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00202,pubmed:35767665:K4,pubmed:35767665:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35767665:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00203,pubmed:35803612:K4,pubmed:35803612:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35803612:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00204,pubmed:35839363:K4,pubmed:35839363:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35839363:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00205,pubmed:35916491:K5,pubmed:35916491:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35916491:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00206,pubmed:35916491:K5,pubmed:35916491:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35916491:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00207,pubmed:35985070:K5,pubmed:35985070:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:35985070:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00208,pubmed:36179462:K3,pubmed:36179462:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:36179462:K3,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00209,pubmed:36281172:K5,pubmed:36281172:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:36281172:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00210,pubmed:36464363:K5,pubmed:36464363:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:36464363:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00211,pubmed:3655165:K5,pubmed:3655165:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:3655165:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00212,pubmed:36684499:K5,pubmed:36684499:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:36684499:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00213,pubmed:36831233:K4,pubmed:36831233:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:36831233:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00214,pubmed:36836486:K5,pubmed:36836486:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:36836486:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00215,pubmed:36994923:K5,pubmed:36994923:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:36994923:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00216,pubmed:37026367:K5,pubmed:37026367:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:37026367:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00217,pubmed:37306546:K5,pubmed:37306546:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:37306546:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00218,pubmed:37373518:K5,pubmed:37373518:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:37373518:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00219,pubmed:37578747:K4,pubmed:37578747:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:37578747:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00220,pubmed:37736936:K4,pubmed:37736936:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:37736936:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00221,pubmed:37750930:K4,pubmed:37750930:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:37750930:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00222,pubmed:37805367:K5,pubmed:37805367:K2,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:37805367:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00223,pubmed:3800317:K4,pubmed:3800317:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:3800317:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00224,pubmed:38006248:K5,pubmed:38006248:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38006248:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00225,pubmed:38125730:K5,pubmed:38125730:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38125730:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00226,pubmed:38352791:K5,pubmed:38352791:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38352791:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00227,pubmed:38411019:K5,pubmed:38411019:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38411019:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00228,pubmed:38421704:K5,pubmed:38421704:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38421704:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00229,pubmed:38460072:K4,pubmed:38460072:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38460072:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00230,pubmed:38580687:K5,pubmed:38580687:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38580687:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00231,pubmed:38641042:K5,pubmed:38641042:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38641042:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00232,pubmed:38674257:K5,pubmed:38674257:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38674257:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00233,pubmed:38721332:K5,pubmed:38721332:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38721332:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00234,pubmed:38752746:K5,pubmed:38752746:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38752746:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00235,pubmed:38759447:K4,pubmed:38759447:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38759447:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00236,pubmed:38791434:K5,pubmed:38791434:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:38791434:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00237,pubmed:3906615:K5,pubmed:3906615:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:3906615:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00238,pubmed:39067724:K5,pubmed:39067724:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39067724:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00239,pubmed:39070950:K5,pubmed:39070950:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39070950:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00240,pubmed:39170573:K5,pubmed:39170573:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39170573:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00241,pubmed:39200539:K5,pubmed:39200539:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39200539:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00242,pubmed:39295954:K5,pubmed:39295954:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39295954:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00243,pubmed:39339645:K5,pubmed:39339645:K2,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39339645:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00244,pubmed:39476614:K5,pubmed:39476614:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39476614:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00245,pubmed:39493807:K5,pubmed:39493807:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39493807:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00246,pubmed:39519523:K4,pubmed:39519523:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39519523:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00247,pubmed:39522345:K5,pubmed:39522345:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39522345:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00248,pubmed:39642137:K5,pubmed:39642137:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39642137:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00249,pubmed:39690372:K5,pubmed:39690372:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39690372:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00250,pubmed:39747809:K2,pubmed:39747809:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39747809:K2,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00251,pubmed:39846976:K4,pubmed:39846976:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39846976:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00252,pubmed:39940312:K5,pubmed:39940312:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:39940312:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00253,pubmed:40021307:K5,pubmed:40021307:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:40021307:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00254,pubmed:40083990:K5,pubmed:40083990:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:40083990:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00255,pubmed:4015677:K5,pubmed:4015677:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:4015677:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00256,pubmed:40218907:K4,pubmed:40218907:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:40218907:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00257,pubmed:40773863:K5,pubmed:40773863:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:40773863:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00258,pubmed:40842757:K4,pubmed:40842757:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:40842757:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00259,pubmed:40944226:K5,pubmed:40944226:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:40944226:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00260,pubmed:40944226:K5,pubmed:40944226:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:40944226:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00261,pubmed:41150142:K5,pubmed:41150142:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:41150142:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00262,pubmed:41301881:K5,pubmed:41301881:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:41301881:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00263,pubmed:41374087:K5,pubmed:41374087:K2,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:41374087:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00264,pubmed:41714459:K5,pubmed:41714459:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:41714459:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00265,pubmed:41909156:K4,pubmed:41909156:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:41909156:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00266,pubmed:41978127:K4,pubmed:41978127:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:41978127:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00267,pubmed:42132028:K5,pubmed:42132028:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:42132028:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
